merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_category,onboarding_date_status,settlement_account_status,merchant_status_status,ticket_size_status
MCH8545,Taneja And Sons,5411,Grocery,Private Limited,Jaipur,Rajasthan,2025-07-06,,Active,0.1926,Unique,present,MISSING,PROVIDED,PROVIDED
MCH9353,"Baral, Raj And Mishra",5411,Grocery,Partnership,Bengaluru,Karnataka,2025-03-19,1787550452,Unknown,1003.895,Found Duplicate,present,VALID_NUMERIC,PROVIDED,MISSING_OR_INVALID
MCH4503,Acharya Llc,5411,Grocery,Private Limited,Delhi,Delhi,2024-09-12,,Active,241.19,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH6984,Wadhwa Llc,5411,Grocery,Individual,Pune,Maharashtra,2025-01-23,3976512741,Active,542.76,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH5148,"Bose, Ranganathan And Bose",5411,Grocery,Individual,Amritsar,Punjab,2024-10-20,,Active,1003.895,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH8735,Ha1Der Mane,5411,Grocery,Partnership,Pune,Maharashtra,2023-04-12,PJBJ0308854019653,Active,0.7303,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8972,Vig Inc,5411,Grocery,Partnership,Kolkata,West Bengal,2024-08-17,,Active,835.08,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3439,"Palan, Bora And Puri",5411,Grocery,Private Limited,Ludhiana,Punjab,2024-05-03,AHWJ3061043363701,Unknown,1840.58,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2776,"Mittal, Shah And Kade",5411,Grocery,Private Limited,Mumbai,Maharashtra,2023-01-27,EGXV9123448025042,Unknown,10044.9,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2217,"Rai, Bala And Shenoy",5411,Grocery,Individual,Mumbay,Maharashtra,2023-08-15,2506258510,Active,728.77,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3953,"Ray, Minhas And Yohannan",5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2023-03-18,XXXX6303,Unknown,8126.93,Unique,present,MASKED,PROVIDED,PROVIDED
MCH4716,Goda Agate,5411,Grocery,Sole Proprietorship,Delhi,Delhi,2026-01-07,5226052062,Active,1438.61,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4739,Karpe Doshi,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-10-20,DQQT0527144866471,Active,1100.69,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH3806,Parmerllc,5411,Grocery,Sole Proprietorship,Jaipur,Rajasthan,2024-11-04,6810844450,Active,0.1939,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9129,"Sinha, Chauhan And Sathe",5411,Grocery,Partnership,Kolkata,West Bengal,2025-07-06,VXNZ5598805748177,Active,914.12,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5056,Subramaniam Plc,5411,Grocery,Partnership,Bengaluru,Karnataka,,WHRV5412713701234,Suspended,473.92,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH7311,Dhar Plc,5411,Grocery,Private Limited,Mumbai,Maharashtra,,,Active,148.28,Found Duplicate,missing,MISSING,PROVIDED,PROVIDED
MCH4900,Karpe Plc,5411,Grocery,Sole Proprietorship,Jalandhar,Punjab,2025-02-04,,Active,2695.78,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH5108,Bora Llc,5411,Grocery,Private Limited,Jalandhar,Punjab,2025-03-16,DLNH5334244521006,Unknown,1003.895,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,MISSING_OR_INVALID
MCH2912,"Singhal, Iyengar And Balasubramanian",5411,Grocery,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-03-08,MPVF3803985979560,Inactive,4518.86,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8563,"Sen, Saxena And Chopra",5411,Grocery,Sole Proprietorship,Pune,Maharashtra,2025-12-18,XXXX7720,Active,1384.68,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH7621,Iyer Mangal,5411,Grocery,Sole Proprietorship,Jalandhar,Punjab,2023-09-14,9620926226,Active,1096.69,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH7595,Subramaniam Balasubramanian,5411,Grocery,Individual,Ludhiana,Punjab,2026-01-07,4323936215,Unknown,3392.31,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9320,Char Inc,5411,Grocery,Private Limited,Hyderabad,Telangana,2025-11-22,OFHR1997447322569,Unknown,0.695,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1389,Munshi Behl,5411,Grocery,Individual,Pune,Maharashtra,2023-06-17,,Unknown,0.3913,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3788,Kuruvilla Ltd,5411,Grocery,Sole Proprietorship,Hyderabad,Telangana,2024-10-03,,Active,4329.09,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH8832,"Korpal, Dugar And Grover",5411,Grocery,Individual,Ludhiana,Punjab,2025-10-27,XXXX3528,Active,2140.7,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH8126,Bassi Hari,5411,Grocery,Individual,Jalandhar,Punjab,2024-12-31,4590614037,Active,0.502,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3853,Bhat Dutt,5411,Grocery,Sole Proprietorship,Hyderabad,Telangana,2023-03-05,,Active,1003.895,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH6650,Reddy Llc,5411,Grocery,Sole Proprietorship,Pune,Maharashtra,2024-02-28,XXXX5775,Active,3251.25,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH9728,"Dass, Sengupta And Halder",5411,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,2024-10-29,,Unknown,6287.55,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4818,Trivedi Randhawa,5411,Grocery,Partnership,Bengaluru,Karnataka,,XXXX9024,Active,1275.92,Found Duplicate,missing,MASKED,PROVIDED,PROVIDED
MCH6061,Anand Savant,5411,Grocery,Sole Proprietorship,Amritsar,Punjab,2026-02-08,,Active,625.71,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH1773,Prakash Malhotra,5411,Grocery,Individual,Jalandhar,Punjab,,XEKJ5137440988369,Active,1551.73,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8086,Kala Llc,5411,Grocery,Partnership,Jalandhar,Punjab,2024-12-29,XXXX1156,Active,1335.85,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH8467,"Tara, Nagi And Keer",5411,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,2024-08-06,YVFX0584692360896,Inactive,3292.09,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1297,Luthra And Sons,5411,Grocery,Private Limited,Delhi,Delhi,2023-06-12,5942366474,Active,381.86,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH5528,"Bhagat, Sathe And Iyengar",5411,Grocery,Sole Proprietorship,Pune,Maharashtra,2026-02-13,,Active,668.43,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1180,Sangha And Sons,5411,Grocery,Individual,Hyderabad,Telangana,2023-11-03,VUOK6265318074983,Active,993.08,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5402,"Mandal, Chada And Deshpande",5411,Grocery,Sole Proprietorship,Delhi,Delhi,2025-08-11,,Suspended,503.34,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4097,"Kala, Khatri And D’Alia",5411,Grocery,Private Limited,Ludhiana,Punjab,2024-05-17,EPRC2590629110289,Inactive,1958.39,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2568,"Dhaliwal, Bhat And Sarin",5411,Grocery,Partnership,Mumbai,Maharashtra,2023-04-28,3925852137,Active,0.803,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9140,Dugar Uppal,5411,Grocery,Partnership,Jaipur,Rajasthan,2024-12-06,,Unknown,1470.42,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH8896,Savant Plc,5411,Grocery,Individual,Ludhiana,Punjab,2023-08-20,UQGT6646060473971,Active,2636.98,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5343,Sangha Pillay,5411,Grocery,Individual,Lucknow,Uttar Pradesh,,4912596257,Inactive,1724.67,Unique,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9193,Shroff Inc,5411,Grocery,Sole Proprietorship,Jalandhar,Punjab,2023-02-10,,Active,804.73,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH9718,Mammen And Sons,5411,Grocery,Sole Proprietorship,Jalandhar,Punjab,2023-06-20,3331553891,Active,678.94,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8619,Salvi Nazareth,5411,Grocery,Sole Proprietorship,Delhi,Delhi,2024-07-25,,Active,860.21,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH6670,Sawhney Inc,5411,Grocery,Individual,Bengaluru,Karnataka,2026-01-17,XXXX5717,Active,2332.15,Unique,present,MASKED,PROVIDED,PROVIDED
MCH7233,Kamdar Bhakta,5411,Grocery,Private Limited,Kolkata,West Bengal,2024-03-08,,Active,1003.895,Found Duplicate,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH8262,Sanghvi Ltd,5411,Grocery,Sole Proprietorship,Bengaluru,Karnataka,2024-06-10,,Unknown,0.4676,Unique,present,MISSING,PROVIDED,PROVIDED
MCH7548,Kalla Llc,5411,Grocery,Individual,Bengaluru,Karnataka,2024-05-26,JVRD8475866858020,Active,3106.71,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8654,Bhavsar Subramanian,5411,Grocery,Individual,Mumbai,Maharashtra,2025-12-15,,Active,714.58,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH3231,Gokhale Group,5411,Grocery,Individual,Jalandhar,Punjab,,,Active,0.205,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH6296,"Goyal, Vora And Loke",5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,,,Active,0.538,Unique,missing,MISSING,PROVIDED,PROVIDED
MCH9316,Bandi Ltd,5411,Grocery,Sole Proprietorship,Ludhiana,Punjab,2025-08-21,9331997992,Unknown,1198.18,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2830,"Joshi,Chaudhariandtoor",5411,Grocery,Individual,Bengaluru,Karnataka,2023-04-15,,Active,0.756,Unique,present,MISSING,PROVIDED,PROVIDED
MCH8328,Raman Dass,5411,Grocery,Partnership,Jalandhar,Punjab,2024-09-29,,Active,2484.83,Unique,present,MISSING,PROVIDED,PROVIDED
MCH2696,"Dave, Chaudhari And Bhatti",5411,Grocery,Individual,Delhi,Delhi,2024-11-25,XXXX0248,Active,9658.06,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH7302,Murthy And Sons,5411,Grocery,Partnership,Bengaluru,Karnataka,2025-01-23,,Active,3381.11,Unique,present,MISSING,PROVIDED,PROVIDED
MCH6986,"Joshi, Chacko And Sawhney",5411,Grocery,Individual,Mumbai,Maharashtra,2025-11-05,3156013270,Active,606.88,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH5652,"Borde, Bhasin And Dua",5411,Grocery,Individual,Mumbai,Maharashtra,2023-12-10,XXXX7597,Active,669.05,Unique,present,MASKED,PROVIDED,PROVIDED
MCH5114,Lal Group,5411,Grocery,Private Limited,Bengaluru,Karnataka,2024-06-23,XXXX3035,Active,1143.5,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH5391,Nagi Pandya,5411,Grocery,Partnership,Kolkata,West Bengal,2025-12-24,,Suspended,0.1471,Unique,present,MISSING,PROVIDED,PROVIDED
MCH5531,"Dhingra, Sangha And Sidhu",5411,Grocery,Partnership,Mumbay,Maharashtra,2025-04-25,0878189587,Inactive,414.79,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8431,"Bail, Sura And Misra",5411,Grocery,Partnership,Lucknow,Uttar Pradesh,2023-02-24,BOES1880983766713,Active,6861.27,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5245,Aggarwal Inc,5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2024-07-15,,Unknown,1003.895,Found Duplicate,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH1077,Taneja Nagar,5411,Grocery,Individual,Amritsar,Punjab,2026-02-27,QQWI6101172213624,Active,358.21,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1842,Bedi Vohra,5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,,XXXX6666,Active,1241.96,Found Duplicate,missing,MASKED,PROVIDED,PROVIDED
MCH5618,Mital Sandhu,5411,Grocery,Partnership,Pune,Maharashtra,,4978324715,Active,0.862,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8850,"Sachdev, Nayar And Arora",5411,Grocery,Partnership,Ludhiana,Punjab,2025-04-07,,Suspended,1003.895,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH8024,Banik Plc,5411,Grocery,Individual,Jalandhar,Punjab,2026-02-02,OAOZ8994715452448,Active,1100.96,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH7094,Narasimhan And Sons,5411,Grocery,Partnership,Lucknow,Uttar Pradesh,2023-03-04,5172263250,Unknown,522.74,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4637,Mitter Pandya,5411,Grocery,Individual,Chennai,Tamil Nadu,2023-09-05,XXXX4099,Active,2198.28,Unique,present,MASKED,PROVIDED,PROVIDED
MCH1429,Pal Ltd,5411,Grocery,Individual,Jaipur,Rajasthan,2024-10-13,YBSQ5701995451285,Active,0.258,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8416,Kha1Sa Prashad,5411,Grocery,Private Limited,Delhi,Delhi,2023-02-12,8760894033,Active,478.64,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2980,Mander And Sons,5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2023-04-03,,Unknown,1129.72,Unique,present,MISSING,PROVIDED,PROVIDED
MCH6608,"Puri, Dar And Mann",5411,Grocery,Private Limited,Delhi,Delhi,2024-02-10,,Active,410.36,Unique,present,MISSING,PROVIDED,PROVIDED
MCH1089,"Mann, Edwin And Misra",5411,Grocery,Individual,Jaipur,Rajasthan,,7489263549,Active,0.678,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8945,"Sankar, Swamy And Char",5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2026-02-26,XXXX4564,Active,0.1329,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH4336,"Dube, Baria And Nath",5411,Grocery,Private Limited,Jalandhar,Punjab,2026-01-06,,Active,1545.59,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH6024,Thakkar Kunda,5411,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,2025-05-14,,Active,1751.16,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH8809,"Doshi, Ghose And Amble",5411,Grocery,Individual,Mumbai,Maharashtra,,,Active,3965.67,Found Duplicate,missing,MISSING,PROVIDED,PROVIDED
MCH7712,Sehgal Ltd,5411,Grocery,Partnership,Lucknow,Uttar Pradesh,,XXXX7167,Active,2215.59,Unique,missing,MASKED,PROVIDED,PROVIDED
MCH8272,"Kaur, Barad And Sengupta",5411,Grocery,Partnership,Amritsar,Punjab,2023-11-04,5098196386,Unknown,0.225,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH4089,Mistry And Sons,5411,Grocery,Sole Proprietorship,Mumbai,Maharashtra,2024-07-20,FZNP2052339077080,Active,1563.22,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2179,Prakash Inc,5411,Grocery,Partnership,Jalandhar,Punjab,2025-05-14,XBTI4209602657255,Active,5901.01,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8220,Sarkar Plc,5411,Grocery,Private Limited,Pune,Maharashtra,2024-06-11,,Active,142.34,Unique,present,MISSING,PROVIDED,PROVIDED
MCH4029,Kuruvilla And Sons,5411,Grocery,Private Limited,Pune,Maharashtra,,DGMS6783095939908,Unknown,55.43,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4455,Iyer Llc,5411,Grocery,Individual,Bengaluru,Karnataka,,JMHS4435674556652,Active,586.02,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9149,Varghese Plc,5411,Grocery,Individual,Jaipur,Rajasthan,2025-12-26,,Active,3708.64,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH4232,Sehgal Rama,5411,Grocery,Partnership,Kolkata,West Bengal,2023-03-31,XXXX1805,Active,4112.72,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH8253,Dutt Narain,5411,Grocery,Sole Proprietorship,Hyderabad,Telangana,2024-04-15,XXXX4097,Active,1104.19,Unique,present,MASKED,PROVIDED,PROVIDED
MCH9279,Choudhury Llc,5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2024-11-18,0970198759,Active,644.81,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3037,Gokhale Plc,5411,Grocery,Partnership,Kolkata,West Bengal,2024-12-13,XXXX1304,Suspended,1146.48,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH3604,"Shetty, Bali And Sama",5411,Grocery,Partnership,Ludhiana,Punjab,2023-01-04,IQHJ3383226507557,Unknown,0.394,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH5477,Chopra Inc,5411,Grocery,Individual,Ludhiana,Punjab,2025-01-14,HOQQ9340168679590,Active,878.29,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4106,Dey And Sons,5411,Grocery,Private Limited,Hyderabad,Telangana,2026-01-31,XXXX0072,Active,4216.77,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH4385,Bera S0M,5411,Grocery,Private Limited,Jalandhar,Punjab,2023-05-08,XXXX8868,Active,2548.67,Unique,present,MASKED,PROVIDED,PROVIDED
MCH2067,"Barad, Rai And Kapur",5411,Grocery,Private Limited,Jaipur,Rajasthan,2023-03-04,5177364796,Active,999.18,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2696,"Dave, Chaudhari And Bhatti",5411,Grocery,Individual,Delhi,Delhi,2024-11-25,XXXX0248,Suspended,9658.06,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH6651,"Mahajan, Vig And Balakrishnan",5411,Grocery,Partnership,Delhi,Delhi,2023-02-17,ZZEW6214809734757,Unknown,1407.45,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9531,Lad Ltd,5411,Grocery,Private Limited,Ludhiana,Punjab,2025-12-02,CDSZ2178272638566,Suspended,545.56,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4739,Karpe Doshi,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-10-20,DQQT0527144866471,Suspended,1100.69,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH6352,Chadhagroup,5411,Grocery,Private Limited,Chennai,Tamil Nadu,2024-05-19,QWFC2198127321151,Suspended,419.41,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1222,Dass Dugar,5411,Grocery,Sole Proprietorship,Kolkata,West Bengal,2023-11-07,,Active,1003.895,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH3936,Bath Inc,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-06-13,,Active,879.38,Unique,present,MISSING,PROVIDED,PROVIDED
MCH7875,Narasimhan Plc,5411,Grocery,Private Limited,Amritsar,Punjab,2025-01-03,,Unknown,585.43,Unique,present,MISSING,PROVIDED,PROVIDED
MCH2710,"Ramanathan, Bandi And Edwin",5411,Grocery,Sole Proprietorship,Delhi,Delhi,2024-11-07,9267399474,Active,5021.08,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8921,"Palla, Kanda And Kohli",5411,Grocery,Individual,Jaipur,Rajasthan,2023-04-01,,Inactive,1560.65,Unique,present,MISSING,PROVIDED,PROVIDED
MCH9008,"Gour, Amble And Bakshi",5411,Grocery,Sole Proprietorship,Amritsar,Punjab,2024-12-18,NUSH9143769186873,Active,1167.35,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2037,Kadakia Llc,5411,Grocery,Partnership,Delhi,Delhi,2024-10-13,ZTLJ8328872113925,Active,426.54,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH2996,Rege Khanna,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-10-15,,Inactive,745.45,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3401,Chana Llc,5411,Grocery,Individual,Chennai,Tamil Nadu,,XXXX4048,Active,3703.23,Unique,missing,MASKED,PROVIDED,PROVIDED
MCH9583,Khurana Johal,5411,Grocery,Partnership,Delhi,Delhi,2024-04-30,9658176597,Active,5627.6,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2425,Suri Kurian,5411,Grocery,Partnership,Ludhiana,Punjab,2023-06-06,,Active,1800.35,Unique,present,MISSING,PROVIDED,PROVIDED
MCH7493,Nanda Llc,5411,Grocery,Partnership,Delhi,Delhi,2024-12-01,,Unknown,537.94,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH5312,Choudhary Inc,5411,Grocery,Partnership,Kolkata,West Bengal,2023-07-27,,Active,1438.2,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3460,Chand Bora,5411,Grocery,Individual,Kolkata,West Bengal,2025-02-05,,Unknown,1003.895,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID
MCH7796,"Kari, Sridhar And J0Ha1",5411,Grocery,Partnership,Pune,Maharashtra,2024-09-12,5623137802,Active,489.31,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3189,Kapoor Hegde,5411,Grocery,Partnership,Hyderabad,Telangana,2023-02-01,XXXX4992,Active,3153.88,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH1874,"Bail, Madan And Mahal",5411,Grocery,Private Limited,Jalandhar,Punjab,2025-11-03,0723751803,Active,928.89,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1732,"Bal, Loke And Chadha",5411,Grocery,Private Limited,Delhi,Delhi,2024-10-24,9581945425,Active,3477.98,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH7974,"Verma, Koshy And Bhardwaj",5411,Grocery,Individual,Jaipur,Rajasthan,2023-10-04,7985944544,Active,460.5,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH9933,Bali Zachariah,5411,Grocery,Sole Proprietorship,Jaipur,Rajasthan,2023-07-06,TWPF4694358713410,Active,0.1549,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH9459,Bala And Sons,5411,Grocery,Partnership,Chennai,Tamil Nadu,2023-11-12,,Active,558.21,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH1375,"Sahota, Johal And Shanker",5411,Grocery,Individual,Jalandhar,Punjab,2025-03-02,PHOZ2706415438619,Suspended,1836.94,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH7184,Dara Inc,5411,Grocery,Sole Proprietorship,Mumbay,Maharashtra,2023-08-31,,Active,1095.25,Unique,present,MISSING,PROVIDED,PROVIDED
MCH3989,Madan Llc,5411,Grocery,Partnership,Jaipur,Rajasthan,2023-09-18,9575202686,Active,238.33,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH8912,Chada Ltd,5411,Grocery,Partnership,Amritsar,Punjab,2023-09-12,MSHJ5068707529037,Active,1015.47,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH8693,Mukhopadhyay Rama,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2024-10-07,XXXX9284,Active,406.79,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH9769,Yogi Dixit,5411,Grocery,Private Limited,Amritsar,Punjab,,ITST4174155209610,Suspended,1299.88,Found Duplicate,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH4642,Jaggi Ltd,5411,Grocery,Partnership,Delhi,Delhi,2024-04-16,XXXX5243,Suspended,1180.53,Unique,present,MASKED,PROVIDED,PROVIDED
MCH6152,"Hayer, Jha And Tata",5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-06-23,6225747550,Active,0.2396,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH2938,"Babu, Lata And Zacharia",5411,Grocery,Private Limited,Pune,Maharashtra,2024-09-06,ZZOP9174222804228,Active,823.9,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
MCH1856,"Sem, Dhawan And Bakshi",5411,Grocery,Sole Proprietorship,Bengaluru,Karnataka,2023-07-27,9292167540,Inactive,2232.22,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH3070,Agate Chopra,5411,Grocery,Sole Proprietorship,Mumbai,Maharashtra,2025-04-29,4174323514,Active,0.1355,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH5966,"Bala, Tandon And Keer",5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-02-06,,Active,255.77,Unique,present,MISSING,PROVIDED,PROVIDED
MCH6282,"Chacko, Chakrabarti And Suresh",5411,Grocery,Private Limited,Jaipur,Rajasthan,2024-06-16,XXXX6827,Active,0.1078,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH1816,Modi Sinha,5411,Grocery,Individual,Hyderabad,Telangana,2023-11-24,XXXX5140,Active,1003.895,Found Duplicate,present,MASKED,PROVIDED,MISSING_OR_INVALID
MCH6611,Mand Plc,5411,Grocery,Private Limited,Chennai,Tamil Nadu,2023-01-01,,Unknown,1110.3,Unique,present,MISSING,PROVIDED,PROVIDED
MCH2378,"Rau, Pradhan And Bansa1",5411,Grocery,Individual,Lucknow,Uttar Pradesh,2024-02-09,8007526864,Active,0.6158,Unique,present,VALID_NUMERIC,PROVIDED,PROVIDED
MCH1168,Sekhon Inc,5411,Grocery,Sole Proprietorship,Hyderabad,Telangana,2025-07-26,,Active,0.6003,Found Duplicate,present,MISSING,PROVIDED,PROVIDED
MCH6743,Zacharia Inc,5411,Grocery,Individual,Delhi,Delhi,2024-03-31,XXXX6034,Active,1075.68,Found Duplicate,present,MASKED,PROVIDED,PROVIDED
MCH2965,Shroff Prabhakar,5411,Grocery,Partnership,Amritsar,Punjab,,FISH8890557164281,Unknown,0.2028,Unique,missing,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED
