user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
usr53252,Nihal Nair,JLVEI0858B,839179249490,08-02-1974,Kolkata,West Bengal,"INR 28,926",Salaried,03-24-2025,APPROVED,LOW
USR16358,  Lavanya Agate  ,RVESN1568B,816377926172,,jalandhar,Punjab,40820,Self Employed,2024/01/08,Under Review,Medium
USR99101,BALENDRA SAMRA,OMSIW6052J,331552378381,1963-02-14 01:02:38,JPR,Rajasthan,"₹46,845",Freelancer,15/06/2025,VERIFIED,MEDIUM
USR97193,Eshana Ranganathan,QAQYT-7413-C,944170977311,05/12/1987 09:35 PM,pune,Maharashtra,"₹26,415",Gig Worker,17/10/2025,PENDING,MEDIUM
USR75571,Xalak Ram,UOGFM5565O,840666006550,30/09/1984 01:43 AM,jaipur,Rajasthan,-31345,Freelancer,1750016404,VERIFIED,High
USR53957,Advika Mutti,updmj4879p,841048788967,01-Jun-1965,lucknow,Uttar Pradesh,"Rs. 27,516",Self Employed,2026/01/23,APPROVED,LOW
usr68422,Fitan Chaudhry,ITUMD3923I,432921347395,30/10/2007,Mumbai,Maharashtra,83622,Salaried,1704694877,R,LOW
usr48409,Anm01 Ch0kshi,ETXJT-8587-J,058018592863,1975/07/17,Bombay,Maharashtra,35709,Unemployed,1759915050,KYC_DONE,medium
usr35728,  Nirja Khanna  ,JCQBL1969L,0257-0956-9281,03/01/1970 02:02 PM,jaipur,Rajasthan,20.1k,Gig Worker,29/03/2024 02:47 AM,V,High
USR44030,Fa1an Gangu1y,RTRSJ5115T,2729 7649 6122,03/01/1965 10:30 AM,Jalandhar,Punjab,Not Available,Retired,2025/04/18,V,Low
USR 81000,Meghana Dayal,ZHNFY2978N,057940792772,1989/07/14,ludhiana,Punjab,"Rs. 51,372",Self Employed,2025-01-31 07:10:57,Verified,LOW
USR92100,meera puri,NDQFQ4950K,4416 8382 4843,26/10/1994,BLR,Karnataka,57669,Freelancer,26/03/2026 02:46 AM,Under Review,LOW
63075,Om Shetty,ZZTHC1315T,860568697537,2007/11/21,delhi,Delhi,19163,Gig Worker,2024/07/20,Reject,high
USR90958,Jyoti Patla,ARHWP6045V,6244-2560-6583,15/12/1961,delhi,Delhi,"₹11,036",Farmer,06-Nov-2025,V,Low
USR25993,Aishani Muni,lwpdj9136w,,07/04/1983 09:19 AM,LDH,Punjab,"Rs. 42,503",Gig Worker,22/07/2025,Verified,Medium
USR 70953,Wahab Malhotra,FDPVU6511O,045173426584,2001/12/18,Lucknow,Uttar Pradesh,65.5k,Salaried,20/10/2024 04:09 AM,Verified,Low
USR86639,Sanaya Pillay,CXPZC9727Q,7963-2989-1198,31/05/1987,Ludhiana,Punjab,20559,Gig Worker,2024-03-21 12:15:46,P,LOW
USR14319,Rajeshri Kala,DPCSI7505I,098192477131,1974/07/29,jalandhar,Punjab,"Rs. 22,711",Self Employed,26/05/2025,APPROVED,low
USR45796,Jeremiah Kala,LSJBZ4969J,9347 4140 3262,17/12/1978 01:28 PM,Hyderabad,Telangana,,Business Owner,2024-05-18 12:42:28,APPROVED,Low
USR-68152,Aarnav Date,QTFCL1089H,7074-7557-1551,11/02/1972,Bangalore,Karnataka,26498,Salaried,25/04/2024,V,low
99825,Reva Sood,ABKRP8919Y,6428885684388,12-12-1984,LKO,Uttar Pradesh,"₹20,677",Student,2025/03/17,Done,Low
USR-36639,balvan ratti,ZDJUC5720E,248213636996,17-Mar-1992,Madras,Tamil Nadu,"INR 67,281",Self Employed,,KYC_DONE,low
USR-33023,Timothy Parekh,RNPDA 8128 R,,1964/08/04,New Delhi,Delhi,11763,Freelancer,1764380570,Verified,High
USR26794,Pratyush Toor,AFXQC1141C,9792 5855 4994,17/10/1969,delhi,Delhi,24192,Salaried,15/04/2024,APPROVED,medium
USR50137,Chakradev Gulati,MKYNQ 8596 E,479710154891,448789268,Calcutta,West Bengal,11.7k,Student,2024-05-25 23:00:17,Verified,Medium
USR42412,Mugdha M0han,IQOKK4036U,7029 1445 3648,69136993,ludhiana,Punjab,"INR 11,745",Salaried,18/04/2024,Verified,High
USR49673,Pallavi Nazareth,TEUED9141H,XXXX-XXXX-2365,,Jalandar,Punjab,49345,Unemployed,2024/08/20,V,LOW
USR18597,WARINDER MANNE,,1696-3084-5595,01/10/2004,Calcutta,West Bengal,32371,Student,17/01/2026 05:16 PM,Verified,LOW
USR22583,Adya Mall,MTGPD8905K,054315454395,11/12/1961 06:41 AM,lucknow,Uttar Pradesh,"INR 33,141",Unemployed,1753624253,Rejected,unknown
USR-65726,Ishaan Srivastava,IRKSN5749F,9013-5612-4994,1998/01/21,Poona,Maharashtra,18425,Retired,2026/03/04,APPROVED,Low
USR71012,DHRITI BADAL,RAUZS1526I,404672952665,1992-10-26 09:17:34,Lucknow,Uttar Pradesh,37.2k,Freelancer,2024-06-12 23:09:35,Pending,Unknown
USR89068,Avi Rao,OPFMG2876Z,379842784819,1962/09/29,jaipur,Rajasthan,29935,Gig Worker,20/09/2024 09:45 AM,Done,Medium
USR52936,Y0chana Sharma,HMKCF5070,882349522015,1962-03-21 02:22:04,amritsar,Punjab,42008,Retired,2026/02/18,Verified,Medium
USR20356,Azaan Palan,JXUVG5584X,8520-9927-6252,27-Aug-1973,JPR,Rajasthan,"₹14,457",Gig Worker,2025/03/22,Verified,HIGH
USR46621,  Aarav Goel  ,NIYTF-9095-E,812785140570,17-Jun-1973,ASR,Punjab,28962,Retired,31-Jan-2024,VERIFIED,low
usr95512,Vasatika Rajan,ICXWP4226U,,07-14-1989,Jalandhar,Punjab,"Rs. 19,082",Farmer,08-13-2024,Done,LOW
USR52820,Aarini Sah0ta,,794974100721,1999/10/05,pune,Maharashtra,,Gig Worker,29/11/2024 07:21 PM,VERIFIED,high
USR46070,Tanvi Ranganathan,YKGZK3554O,7444 0727 3970,04/06/1991,Pune,Maharashtra,14611,Business Owner,,Pending,Low
usr16477,Bakhshi Talwar,Y1MRL22190,903992977411,18/11/1967 10:52 PM,Delhi,Delhi,"Rs. 17,341",Farmer,21/06/2025,VERIFIED,LOW
19332,Hardik Sibal,OELGC6437S,2247-4655-3245,30/07/1976,New Delhi,Delhi,"INR 24,170",Unemployed,2024/08/21,Verified,UNKNOWN
USR33640,Jagrati Walla,ASHUA3817N,,05-06-1973,Amritsar,Punjab,15320,Student,03-12-2024,VERIFIED,Low
USR41814,LABAN DUTT,,,12-Feb-1973,bengaluru,Karnataka,16823,Gig Worker,2025-11-24 05:33:58,R,Low
USR95374,Upasna Sandal,UJMUP7329C,068775872019,06-11-2003,Jalandar,Punjab,,Business Owner,,APPROVED,medium
USR97262,Maanav Koshy,ZUFAX1335O,206107635455,-177518693,ASR,Punjab,"Rs. 15,508",Retired,10/05/2025,VERIFIED,medium
USR57829,Qasim Sagar,SSOBF9717,9137 0259 5490,1992/10/28,Jalandhar,Punjab,9432,Student,24/12/2025,V,Medium
usr21250,BANJEET BASU,HJEWV1215H,6656 8454 1864,-193460386,ASR,Punjab,23890,Self Employed,2025/04/18,VERIFIED,MEDIUM
USR33232,Ijaya Seshadri,XSMKP6704D,2129 6537 0857,,LDH,Punjab,25133,Gig Worker,28/02/2025 06:27 AM,V,low
USR-22834,Leela Agrawal,QITWJ9824E,9085 2267 6501,07-07-1985,kolkata,West Bengal,22208,Salaried,26-Jun-2025,Done,medium
USR60113,Ishani Dass,JIVAC3361F,678316975460,1974/12/11,DELHI,Delhi,"₹30,597",Business Owner,03/04/2024 10:06 PM,VERIFIED,LOW
usr91358,Aradhana Tak,CDFWN4576Q,095973904882,1973/09/13,Jalandar,Punjab,40859,Unemployed,2026-03-02 03:39:31,VERIFIED,Low
USR 89213,owen lad,DPKZN5969P,1206 3159 3520,973346879,Amritsar,Punjab,39224,Freelancer,1755895535,KYC_DONE,Low
USR74657,Xiti Raja,EYFZQ0058O,757359394870,05/05/1963,lucknow,Uttar Pradesh,26004,Unemployed,2024-01-15 05:50:29,Under Review,MEDIUM
USR98488,Shravya Wali,LTGGX6803W,3517 7571 4466,681835670,kolkata,West Bengal,26736,Student,11-05-2024,R,medium
USR 86663,Dhruv Amble,LJDSY7380Q,909526903629,21/11/2004,Bangalore,Karnataka,44460,Freelancer,12/07/2024 07:47 AM,VERIFIED,medium
USR36139,Hritik Deshmukh,RYPOA7510Z,XXXX-XXXX-0741,1987-09-23 18:17:26,jalandhar,Punjab,14044,Retired,2025/05/05,Verified,LOW
USR76614,Rachit Devi,WZMFN9731I,170701442044,19/09/1978,JPR,Rajasthan,"INR 44,783",Freelancer,23/01/2024 09:11 AM,Under Review,MEDIUM
usr_64459,Arjun Palla,DNVZX5444W,9731839860286,-257011808,JPR,Rajasthan,39884,Unemployed,2024/05/13,Pending,Low
USR67545,Timothy Bora,jdewa0198w,992010409504,29-Jan-1977,jalandhar,Punjab,"INR 57,056",Unemployed,06/05/2024 08:09 AM,Rejected,medium
USR84956,Vinaya Bahri,QJRQA1012,500800747088,07/04/1984,LKO,Uttar Pradesh,-27832,Salaried,12/07/2024,KYC_DONE,Low
USR 91482,Kashish Pandey,KDEWR2733V,060238469216,12/04/2006,amritsar,Punjab,24885,Freelancer,30-Sep-2025,Verified,Low
USR20233,Yashodhara Om,YKMFO8435X,XXXX-XXXX-3345,06-02-1987,chennai,Tamil Nadu,10631,Student,,APPROVED,low
USR31749,RACHIT BANERJEE,TJQTG4349M,029278316346,31/07/1997 11:10 AM,Bangalore,Karnataka,19874,Gig Worker,2025/05/15,APPROVED,HIGH
USR47294,WIDISHA DUBE,HXKAC1862T,758994394125,08/10/1993 03:25 PM,chennai,Tamil Nadu,17004,Gig Worker,09/06/2024 04:49 AM,R,low
USR28009,Fitan Chawla,KDZJW7429S,2459873145,2002/09/16,Delhi,Delhi,76443,Freelancer,2026-02-28 17:36:41,Reject,HIGH
USR39737,Dhriti Samra,PDWWX-1233-O,8354-8315-3839,19/03/1976,ASR,Punjab,-43275,Freelancer,02/02/2024,Verified,LOW
usr16178,Matthew Yadav,VJPRQ9597Q,382482090365,1991-09-25 01:18:55,Amritsar,Punjab,24.1k,Student,27/08/2025 04:00 PM,Done,LOW
USR88499,Kevin Lata,ZGZCA3551U,6340 4596 0288,18-Sep-1989,New Delhi,Delhi,"Rs. 19,513",Freelancer,2025/07/08,APPROVED,high
USR-68718,Eshana Kannan,QGVGN6096Z,8513-8647-3274,1970/03/28,Jalandar,Punjab,19281,Retired,09-08-2024,Verified,LOW
USR19873,Advaith Patil,HPJGA1225H,804016956099,1999/05/30,amritsar,Punjab,14647,Salaried,2024/10/09,KYC_DONE,Low
USR13649,Bakhshi Bose,VRXVB3355Y,1764 3865 7712,11-May-1961,Amritsar,Punjab,-26118,Student,19/05/2024 11:04 AM,Under Review,unknown
USR29102,  Kashvi Bhandari  ,YYXPH7179P,1896640220,17/08/2001,amritsar,Punjab,14406,Self Employed,10-04-2025,PENDING,unknown
USR13335,Nirja Borde,DLPPK6208I,988035289788,2000/11/20,Delhi,Delhi,"INR 29,465",Salaried,21/06/2024,VERIFIED,medium
USR91286,WishiRaja,GKRWF4629X,2729 1702 1386,10-Feb-2002,Dilli,Delhi,Not Available,Farmer,2025-05-19 18:10:47,VERIFIED,high
usr75264,AadhyaThaman,FOYCD 5098 O,7866283889,,lucknow,Uttar Pradesh,"₹29,564",Self Employed,1767680288,P,Low
USR71426,Indali Buch,NCUYY6170T,225713722613,,Calcutta,West Bengal,37140,Student,08/02/2025,V,LOW
usr70056,Patrick Parikh,taors6361v,467979556106,1967-04-20 12:02:25,Chennai,Tamil Nadu,41.1k,Farmer,04-Sep-2025,V,low
USR87085,Dakshesh Batta,PTIGN8589E,8225 6509 9973,21/03/1973 12:21 PM,BLR,Karnataka,"₹29,212",Farmer,2024/10/14,KYC_DONE,Low
USR42791,Neha Narasimhan,LGMJN2551G,8501 8003 3612,,Chennai,Tamil Nadu,31363,Self Employed,2025-08-23 18:56:33,KYC_DONE,High
usr59310,Aishani Nazareth,,9697 1874 8233,03-07-1970,jaipur,Rajasthan,56969,Salaried,,V,medium
USR89484,Krishna Kothari,TSLCR3415I,XXXX-XXXX-4729,09-27-1984,ASR,Punjab,"INR 31,608",Gig Worker,2025-04-23 10:06:33,Reject,Low
USR27223,ANYA VOHRA,hasiu2496w,696982145799,01/05/1984,HYDERABAD,Telangana,16.7k,Self Employed,26-Feb-2024,VERIFIED,LOW
USR19784,Devika Rastogi,RETVM 7059 J,6558-5792-5364,2001-07-28 10:15:48,chennai,Tamil Nadu,25.3k,Unemployed,12-13-2025,FAILED,Low
USR61325,Bhavani Rastogi,OVPBA0414H,1114 9663 3933,1964-10-13 00:19:44,bengaluru,Karnataka,22999,Self Employed,16-Jul-2024,FAILED,MEDIUM
USR49869,Indira Warrior,TNARE1838U,7841-3152-3408,1088294353,Chennai,Tamil Nadu,18361,Self Employed,2024-06-26 10:02:18,V,Low
USR39231,Harsh Suri,LAOVF2160B,183501399925,20/02/1994,Bengaluru,Karnataka,43443,Student,,VERIFIED,HIGH
USR30794,Gautam Chacko,yasse9182u,384878055503,06-25-1976,Poona,Maharashtra,"₹23,867",Farmer,13/03/2025 07:08 PM,Done,HIGH
USR56882,Hredhaan Gopal,SRPKA1059Q,XXXX-XXXX-2985,06-07-1998,jaipur,Rajasthan,,Farmer,14-Jul-2024,VERIFIED,High
USR88306,Yagnesh Mander,KAXOB0576T,XXXX-XXXX-5124,10/07/1964,Ludhiana,Punjab,29.2k,Salaried,27-Aug-2025,Verified,Low
USR-31673,Darika Sabharwa1,TMJSO 5190 M,954749783810,08-May-1998,LDH,Punjab,52.5k,Farmer,2025/11/24,Pending,Low
75810,Balhaar Upadhyay,XOUBR 8532 B,420628260537,70114037,Calcutta,West Bengal,"₹27,354",Self Employed,04-10-2024,Verified,low
USR72589,Shravya Bakshi,XGASD5990O,006866832450,1982-10-24 08:40:56,BLR,Karnataka,14.5k,Retired,,APPROVED,low
USR-12182,Isaiah Bhatia,RCSEX8854Q,586348679019,09/01/1974 10:14 PM,Delhi,Delhi,7848,Self Employed,06/02/2024 05:40 PM,KYC_DONE,low
USR 81875,VINAYA SOOD,ANAHW0776,,1998/08/23,Ludhiana,Punjab,"INR 15,105",Retired,2024-04-28 15:46:09,Done,low
USR35964,Pratyush Ramanathan,DPBVV2080T,615681971417,108833433,Bangalore,Karnataka,35068,Student,07-Mar-2026,VERIFIED,UNKNOWN
usr59176,omkaar rattan,,5081 8273 0048,1975-11-01 17:37:26,Mumbai,Maharashtra,15.5k,Self Employed,03/12/2024,KYC_DONE,LOW
USR-42266,Qushi Jain,KWIXK3331J,977406798287,29-Apr-1981,DELHI,Delhi,14370,Student,1727247302,KYC_DONE,HIGH
USR16523,YutikaNori,,047673816791,27/11/1996 07:03 PM,Poona,Maharashtra,"₹23,790",Farmer,1757627636,V,MEDIUM
USR-25905,Akshay Sachar,VKLIV6487D,6589 4048 2198,25-Nov-1971,LDH,Punjab,28.6k,Gig Worker,2024-06-30 01:44:04,PENDING,low
USR59493,Ayushman Sharma,GKPLO9130K,280897641492,10-07-1975,BLR,Karnataka,29197,Business Owner,26/06/2025 09:03 PM,APPROVED,HIGH
USR 30149,Balendra Purohit,VHENJ4065M,185749746429,03-14-2006,Kolkata,West Bengal,27660,Self Employed,1759854546,Pending,Low
USR67864,Kala Kamdar,YIQJO8649Q,801792328499,15/01/1976,jaipur,Rajasthan,47288,Unemployed,,V,low
USR95096,Balvan Garg,LASAH 1185 M,593310508332,15/06/1989,Jalandar,Punjab,,Self Employed,11/04/2025,Verified,Low
USR84181,krisha kanda,BGRUF4938G,8249080082510,1968-03-08 10:12:45,Calcutta,West Bengal,14.4k,Gig Worker,22-Sep-2025,Verified,medium
USR36492,Kama1a Bir,JZMNU02761,3133 7275 5298,18/06/1987,Chennai,Tamil Nadu,14422,Unemployed,2024/01/30,APPROVED,MEDIUM
46858,Chaaya Dugar,IPZFD9774D,4607 5044 0665,05/12/2005 01:55 AM,kolkata,West Bengal,16581,Farmer,2025-10-19 07:32:10,Verified,Medium
usr66127,Vasana Baria,SMJAD9250Z,7139 9495 0286,25/04/1969 02:57 PM,Hyd,Telangana,"₹15,556",Farmer,02-03-2025,VERIFIED,Medium
USR10249,Pooja Mannan,TKQKC-6386-T,805674693783,24-Mar-1976,Madras,Tamil Nadu,35209,Unemployed,2025-12-30 06:25:47,V,Medium
USR68306,Anya Ray,PQQON6335Z,034105712564,1975/11/19,BLR,Karnataka,,Freelancer,2025/12/15,Verified,LOW
USR16178,Shivani Madan,JGRYG4450J,939090838273,588245140,Bombay,Maharashtra,24746,Unemployed,12-21-2025,Pending,LOW
usr43042,NeelimaBen,NUGID2266E,3723 4084 0816,2006/02/22,Chennai,Tamil Nadu,47088,Student,01-19-2026,P,LOW
USR49511,Bima1a Khare,KSRCL1099M,225033075165,,kolkata,West Bengal,"₹24,182",Unemployed,2024-02-23 14:21:51,Done,High
USR16382,chaitaly sibal,ARMNK2328I,524787568482,02-May-1971,Bengaluru,Karnataka,-44459,Student,05-Mar-2025,IN_PROGRESS,Medium
USR57231,Xavier Mann,PJSAY1865,782077248287,07-Jul-1994,ASR,Punjab,"₹38,519",Retired,03/02/2024,PENDING,low
USR92680,XITI WABLE,EAQGY5446X,079900822527,15/01/1978,JPR,Rajasthan,Not Available,Salaried,05-18-2025,Done,Low
USR76377,Vidhi Agate,LPCWZ2207,784610870387,20/04/1997 11:22 AM,Ludhiana,Punjab,13589,Business Owner,11/03/2026,VERIFIED,medium
USR68844,Ayaan Dugar,QCZSZ7635T,3148 7411 2925,1990-05-21 10:22:10,Hyd,Telangana,"₹40,859",Freelancer,30/11/2024,V,low
USR53181,Mekhala Prabhakar,BJFWV4151G,5821 0191 6618,05-10-1998,New Delhi,Delhi,"INR 21,565",Self Employed,26-Feb-2025,V,Low
USR37204,logan dayal,JOYYS8099Z,2366426698,15/11/2006 11:39 AM,New Delhi,Delhi,41568,Unemployed,07-Aug-2025,V,Low
USR62810,DANIEL KARI,yrxym2224g,XXXX-XXXX-1430,25-Sep-1962,Jalandhar,Punjab,19268,Farmer,30/10/2025,Verified,medium
USR84506,Wakeeta Lata,LWWBK-3869-A,135382577798,867590086,Amritsar,Punjab,38.7k,Self Employed,2025/07/27,KYC_DONE,Low
usr_86860,UDARSH SRIVASTAVA,ELBDY-9436-D,,22-Dec-1987,Jaipur,Rajasthan,"Rs. 39,350",Student,28-Feb-2024,KYC_DONE,LOW
usr33353,Waida Subramaniam,NGURY8369U,,28/02/1971 07:21 AM,bengaluru,Karnataka,Not Available,Self Employed,07-06-2024,VERIFIED,low
USR42814,Pahal Basu,BFJGJ6909U,8369 8873 5443,1980/10/08,Ludhiana,Punjab,31168,Unemployed,,Verified,LOW
USR25255,JHALAK KEER,JWCWM 2336 O,173126071882,1976-08-20 23:24:43,ludhiana,Punjab,15646,Retired,13/07/2024 09:10 AM,Done,low
USR94195,WAIDA RAO,FCORZ1368T,,14/05/1991 02:15 AM,bengaluru,Karnataka,-51137,Freelancer,,VERIFIED,Low
15372,Ishanvi Memon,PWDHH0577S,506000638287,02-25-1960,LKO,Uttar Pradesh,24203,Student,2025-10-21 13:37:49,VERIFIED,High
USR-42099,Saumya Sura,CVKTB4156L,214246636458,10-30-1978,LKO,Uttar Pradesh,"₹57,024",Unemployed,,Verified,Low
USR-40128,  Saanvi Desai  ,NOSIO8535S,994556006997,1984/07/07,BLR,Karnataka,31.9k,Farmer,01-27-2026,Pending,LOW
usr71972,advaith dugar,VEOSA1129G,805395219029,877159598,pune,Maharashtra,-30743,Farmer,22/02/2026 06:56 AM,REJECTED,low
USR-78623,Ekavir Mangat,vjtik5403y,820882102662,08/09/1962 12:39 AM,Poona,Maharashtra,56552,Retired,2025/01/21,PENDING,medium
USR86826,Abhimanyu Deshmukh,azsxi7835p,218505428100,04-Feb-2001,DELHI,Delhi,16572,Student,25-Jul-2024,KYC_DONE,high
usr_98460,DAYITA SIBAL,YQCFK9810B,870856340686,28/09/1970,Bombay,Maharashtra,-19171,Gig Worker,1763431244,APPROVED,low
usr66721,Tripti Parmar,UMPLO3001C,XXXX-XXXX-2171,1961-01-11 02:05:06,MUMBAI,Maharashtra,51517,Business Owner,2024/10/28,P,Low
USR72400,Jagdish Murthy,SJGQA0672X,536862912645,14/04/1982 03:23 PM,Dilli,Delhi,"Rs. 10,677",Self Employed,2024/04/13,KYC_DONE,low
USR49272,Tanveer Naidu,ECJAL9013E,593830081747,1995-08-19 02:46:12,Amritsar,Punjab,22359,Freelancer,2024-04-14 08:03:47,PENDING,Low
USR27954,Fitan Sinha,MBOES3707E,XXXX-XXXX-1309,06/03/1993,Kolkata,West Bengal,19.8k,Unemployed,18/02/2025,Pending,low
USR25652,Faras Nayak,tizfr4515s,,1986/11/23,Mumbay,Maharashtra,30970,Salaried,05-25-2024,APPROVED,Low
USR67412,GARIMA RAMASWAMY,BCHIO5126J,900298700223,1965/11/20,ludhiana,Punjab,"₹37,231",Freelancer,05/03/2024 08:56 AM,V,medium
20705,EKALINGA MUNSHI,1YZWE5404M,0767 6665 5694,-287261724,Jalandhar,Punjab,46229,Retired,2024-09-05 05:45:22,Verified,low
USR60624,Eesha Choudhary,OUZFL8774H,9954 2143 0732,22/01/1974 09:46 AM,Poona,Maharashtra,"INR 22,239",Farmer,23-Sep-2024,APPROVED,low
USR70894,Chaitanya Mahajan,PMRDX7495F,,02/05/1988,Hyderabad,Telangana,"₹84,418",Retired,19/11/2025,IN_PROGRESS,High
USR94040,Rushil Bhargava,DSXRL7291O,2046-7979-5061,1966/02/07,HYDERABAD,Telangana,"INR 38,559",Self Employed,05-14-2025,Done,low
USR57441,SANAYA WALIA,,,,bengaluru,Karnataka,"INR 32,567",Gig Worker,05-Jun-2025,Done,low
USR47471,Wi11iam Datta,PJAXK-1769-Z,5560 7474 4207,05-28-1964,Mumbay,Maharashtra,"₹27,588",Unemployed,1744681403,PENDING,Low
USR26883,Viraj Kumar,SVBTR8265E,XXXX-XXXX-9553,24/11/1992,Bombay,Maharashtra,Not Available,Self Employed,2025/08/28,APPROVED,Low
USR60377,HITESH PAL,LSQLC4736T,772936026559,12/03/1980,Mumbai,Maharashtra,78869,Retired,27-Jan-2026,APPROVED,MEDIUM
USR 25220,Arunima Gupta,LTRIJ7923L,5497-2280-1922,22-Jun-1972,LDH,Punjab,"INR 43,053",Business Owner,,VERIFIED,Low
USR95089,  Max Joshi  ,CRXIT0641O,XXXX-XXXX-8337,08-27-1996,Ludhiana,Punjab,16108,Student,03-24-2024,APPROVED,low
USR82185,Waida Dar,ubvxe3337o,XXXX-XXXX-7211,21-Dec-1984,Mumbay,Maharashtra,22.7k,Retired,24/07/2025 05:06 PM,Verified,Medium
usr28079,Forum Iyengar,SJCUV6532R,193297587328,27/04/1993,Bangalore,Karnataka,23732,Retired,,REJECTED,MEDIUM
USR11750,Tanay Gandhi,WDEKF8105O,636212405343,13/01/1982 10:40 AM,BLR,Karnataka,35384,Self Employed,01-Jan-2026,Done,MEDIUM
USR88040,  Adya Saran  ,ZOGOK4820,766164416765,,Poona,Maharashtra,"₹35,752",Farmer,12-Oct-2025,Verified,unknown
USR37233,Hredhaan Rajagopalan,ZIIIW8121R,694239292194,,pune,Maharashtra,60026,Retired,26-Jun-2025,Verified,Low
USR40899,Suhani Mohanty,IJMDO0327H,625379015122,2006-10-01 18:02:26,Delhi,Delhi,,Gig Worker,19/07/2024,VERIFIED,low
USR83555,Idika Deol,GCZVN-6006-J,620934718316,05-Jul-1976,Hyderabad,Telangana,-25821,Freelancer,05-Jun-2025,R,MEDIUM
USR74437,Ranbir Sheth,WCPUO0180A,XXXX-XXXX-0411,01-Apr-1962,DELHI,Delhi,39591,Farmer,17/03/2024 06:21 AM,APPROVED,Low
USR92224,Ishani Kota,QJNGL3438X,7055-4980-5378,24/10/1995 12:23 PM,Amritsar,Punjab,-25762,Unemployed,18-Dec-2025,APPROVED,Low
USR83752,Vivaan Varghese,AUVUE5513G,355907477468,1961-03-17 16:17:44,HYDERABAD,Telangana,22395,Unemployed,18/02/2025 04:41 AM,KYC_DONE,medium
USR16985,  Jackson Dhar  ,zwgji3283d,,1975-01-05 18:28:40,LKO,Uttar Pradesh,"INR 43,186",Freelancer,27-Jun-2025,APPROVED,Medium
90445,Rajeshri Prakash,CZWPI 4711 T,7222359919,1976-02-15 06:29:25,ASR,Punjab,"₹31,632",Self Employed,30/07/2025,Done,MEDIUM
USR16522,Falguni Butala,UYFUZ6826I,3469-0969-0975,329811617,LKO,Uttar Pradesh,,Farmer,,V,LOW
USR25376,  Orinder Kanda  ,ADRVY3779X,7097689106224,1967-02-28 19:10:40,Amritsar,Punjab,32.9k,Farmer,12-06-2025,V,Low
USR88129,Dipta Toor,QDCZH6802X,3239300488,01/11/1962,lucknow,Uttar Pradesh,63144,Student,2025/11/12,APPROVED,MEDIUM
USR41580,Varsha Warrior,INSKB8165G,2851 5423 0832,06/10/1993,LDH,Punjab,15042,Self Employed,1748378029,Rejected,Low
USR22440,Warhi Rattan,PYDZI0625,2616 4501 4607,1983/04/14,ASR,Punjab,35294,Farmer,2024-10-30 17:11:29,V,MEDIUM
USR94492,Karan Halder,NWSFI3177C,018444079110,1995-11-10 08:41:03,ludhiana,Punjab,-35395,Student,17/06/2024 02:48 PM,VERIFIED,LOW
USR20455,AARNAV BORAH,FXMNO-6855-C,8111 0335 5797,29-Feb-1992,mumbai,Maharashtra,41978,Business Owner,,V,LOW
USR65070,Tarak Bawa,,2369902526,03-07-1979,Poona,Maharashtra,,Unemployed,10/11/2025 04:22 AM,VERIFIED,medium
USR26941,Wazir Deo,uusai4995j,7685-8900-4190,12/09/1961,Ludhiana,Punjab,,Business Owner,2025-07-03 16:28:02,VERIFIED,Medium
USR 31142,Vansha Prabhu,RRUNN0126,3281-2629-2147,1970-02-12 06:02:11,chennai,Tamil Nadu,"INR 17,143",Self Employed,18/01/2024 05:34 PM,Done,Medium
USR95706,Vinaya Goswami,yiqys3017q,1111 6819 1153,10-01-1985,Jalandar,Punjab,"INR 16,391",Gig Worker,09/01/2024 05:00 PM,Done,high
USR71445,Nisha Chanda,GIBJH1634O,263865737123,1976-04-14 19:43:31,kolkata,West Bengal,52613,Self Employed,2024/11/02,Verified,low
usr_98092,Vanya Bhatia,XQIDT0808R,976412307427,15/03/1993,Pune,Maharashtra,-12805,Self Employed,2024/07/05,KYC_DONE,UNKNOWN
USR50798,ANITA RATTA,YKXZG-5307-W,2290671964,1966-03-24 01:31:26,LKO,Uttar Pradesh,45018,Business Owner,2024-08-26 02:04:22,Pending,Low
USR12555,Zehaan Yogi,wcrmu1003b,9122 9272 1306,28/06/1975 02:26 AM,LKO,Uttar Pradesh,"Rs. 21,808",Business Owner,,VERIFIED,Medium
USR74106,Pratyush Reddy,BWHZI3417E,484766687401,22-Apr-2005,Hyd,Telangana,26158,Farmer,11-07-2025,VERIFIED,LOW
USR80066,Yatan Magar,QWLLU4420K,,03/09/2007 01:23 PM,JPR,Rajasthan,20169,Salaried,2024/08/13,Pending,MEDIUM
USR56927,Krisha Nadig,CIMYF9304Y,390158454283,28-Apr-1967,lucknow,Uttar Pradesh,-22594,Unemployed,2025/08/04,Rejected,Low
USR 71979,Vamakshi Rastogi,SJNQQ7058H,890141740515,500438138,Bombay,Maharashtra,50342,Business Owner,2026/01/08,KYC_DONE,Medium
USR 32410,MAHIKA PANT,VYBOK0788D,829380291648,09/10/1979 11:12 PM,Jalandhar,Punjab,30120,Student,2025-06-25 15:44:27,KYC_DONE,LOW
usr_79640,Jack Atwal,SJOST3333Z,814788122825,06-14-1975,pune,Maharashtra,"INR 18,148",Farmer,2024-03-19 10:38:07,Done,low
