merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH9431,Madan-Kota,4131,TRAVEL,PRIVATE-LIMITED,Bengaluru,Karnataka,02-05-2023,1678744111,Active,436.79
MCH3887,Pa11a-Sah0ta,7011,Hotel,PARTNERSHIP,Calcutta,West Bengal,2025-11-19 10:50:37,EUVX7549332799238,INACTIVE,1596.95
MCH4831,GALA GROUP,5311,Department Store,Sole Proprietor,Poona,Maharashtra,05/05/2025,,A,1889.75
MCH6683,Pai Inc,5411.0,Grocery,Individual,Madras,Tamil Nadu,29/11/2025 12:42 AM,XSXE7944444672498,Live,-808.55
MCH-2199,Subramanian Inc,5311,Department Stores,PRIVATE-LIMITED,Bangalore,Karnataka,01-14-2024,,S,369.25
MCH8481,"Dixit,GeraandGara",4131,Bus/Taxi,Sole Proprietor,JPR,Rajasthan,,COTV7157526007969,Live,"₹1,730.88"
mch2047,"KALITA, NAGARAJAN AND JOSHI",5999,Misc Retail,INDIVIDUAL,Pune,Maharashtra,07-Jul-2024,8653452097,Closed,341.63
MCH-6036,chhabra group,MCC-5699,Fashion,sole_proprietor,ASR,Punjab,01-10-2024,XXXX4226,Active,
MCH6431,"batra, pant and devan",7011,Hotels,Partnership,Bengaluru,Karnataka,2026/01/31,XXXX1013,Inactive,"Rs. 1,564"
MCH9800,"Om, Rana and Bhatti",MCC-5311,DEPT_STORE,Partnership,Hyderabad,Telangana,,XXXX5409,Enabled,
MCH6527,"Lalla, Bhandari and Mane",5411,Grocery Stores,SOLE_PROPRIETOR,Pune,Maharashtra,07-09-2025,AWSX7915320511081,Active,-1832.42
MCH8920,"Parekh, Srivastava and Choudhury",MCC-5311,Department Store,PRIVATE-LIMITED,DELHI,Delhi,15/12/2023,XXXX5523,Enabled,19788.99
MCH5516,Muni LLC,5699,CLOTHS,Individual,kolkata,West Bengal,1763385312,,Active,"Rs. 1,139"
MCH6559,"Master, Dutta and Dash",5999,Misc Retail,individual,LDH,Punjab,12-May-2024,,ACTIVE,Rs. 521
MCH9845,Misra-Varghese,5912.0,Pharmacies,sole_proprietor,ludhiana,Punjab,30-Dec-2025,,Live,186.59
MCH3964,"Bala, Chanda and Loyal",5942,books,partnership,JPR,Rajasthan,2023/09/05,CFOS0283411374388,Inactive,2002.33
MCH8953,Narayan-Uppal,5912,Pharmacy,PRIVATE-LIMITED,LDH,Punjab,28/06/2025 10:02 AM,AXNQ2993996148384,ACTIVE,2726.98
MCH8750,NAIR LTD,5699,Fashion,Individual,JPR,Rajasthan,2024/03/22,,Enabled,"Rs. 3,874"
mch3086,Nori-Mishra,5912,chemist,sole_proprietor,kolkata,West Bengal,05-20-2023,NA,Inactive,1788.09
MCH4990,"Ramakrishnan, Dey and Thakkar",5411,GROCERY_STORE,private_limited,Mumbai,Maharashtra,,OWGO7691795560125,A,
MCH4794,borra-dutt,07011,Hotels,PRIVATE-LIMITED,JPR,Rajasthan,19/09/2024 10:25 PM,XRGH9133437458010,Active,"₹1,006.04"
MCH6262,Saran Ltd,5311,Department Store,partnership,Mumbay,Maharashtra,1754309198,XXXX7596,I,"Rs. 6,560"
MCH8146,Bath-Purohit,5942,Stationery,Sole Proprietor,delhi,Delhi,1745862046,XXXX1421,ACTIVE,"5,566.64"
MCH5387,Hayre-Chaudry,05699,CLOTHS,SOLE_PROPRIETOR,amritsar,Punjab,11/06/2023,XXXX7071,Active,"INR 1,445.17"
MCH4827,"Deol, Rastogi and Khatri",04814,Mobile Recharge,sole_proprietor,lucknow,Uttar Pradesh,10/05/2024 03:12 AM,NA,ACTIVE,Rs. 810
MCH6819,"ARYA, BASSI AND KAUR",,retail other,Partnership,amritsar,Punjab,11-19-2025,,Active,"2,433.05"
MCH9826,RANA AND SONS,,groceries,Private Limited,Bengaluru,Karnataka,07/07/2023 04:29 PM,ZBMZ7199667891551,Active,INR 739.28
MCH1349,MITAL-NARASIMHAN,5311,Department Stores,PRIVATE_LIMITED,JPR,Rajasthan,14/02/2025,0965472450,Live,₹538.14
MCH2582,  Lal PLC  ,5912,chemist,SOLE_PROPRIETOR,Dilli,Delhi,09-13-2025,NA,Enabled,1344.48
MCH8268,Krishnamurthy-Chopra,5942,Books,Private Limited,Madras,Tamil Nadu,13/09/2025,9959196450,ACTIVE,"INR 1,218.95"
MCH5934,Halder LLC,07011,HOTEL_LODGING,private_limited,ASR,Punjab,03-22-2023,CBWB3662425285759,A,"INR 1,201.69"
MCH6556,"gala, kale and manne",5699,Clothing,PARTNERSHIP,delhi,Delhi,22/08/2025,NA,Active,Rs. 760
MCH1072,Kalla-Khalsa,5812,Restaurants,private_limited,mumbai,Maharashtra,10-Nov-2025,,Disabled,422.23
MCH5979,Mani Group,4131,TRAVEL,PRIVATE-LIMITED,BLR,Karnataka,15/07/2024,NA,SUSPENDED,4686.23
MCH9802,  Kashyap LLC  ,4814,TELECOM,private_limited,ASR,Punjab,,4417851194,Inactive,₹378.50
MCH2817,"hayre, ramesh and parikh",4814,phone service,individual,Calcutta,West Bengal,23/04/2025 01:57 AM,HCIS1374268781822,ACTIVE,1790.3
MCH 2403,Chana-Yohannan,05411,groceries,PARTNERSHIP,Kolkata,West Bengal,28-Jul-2025,,Active,574.13
MCH 2347,"  Dara, Ravel and Soni  ",5912,Pharmacies,sole_proprietor,ASR,Punjab,2023/12/09,LYBJ8156884625938,ACTIVE,3169.93
MCH3189,Prasad Inc,4814,Telecom,individual,Lucknow,Uttar Pradesh,30/07/2025,NA,Live,"₹2,516.09"
MCH 1974,Kap00r LLC,4131,Transport,PARTNERSHIP,Chennai,Tamil Nadu,1715502313,5931788473,Enabled,
MCH 2710,"Batta, Shetty and Ka1ita",5699,Apparel,individual,Hyderabad,Telangana,1755397530,2640797887,ACTIVE,₹109.84
MCH2994,Kumar PLC,4814,Mobile Recharge,sole_proprietor,jalandhar,Punjab,11-13-2024,,A,653.34
1126,"Nayak, Dhaliwal and Soman",5411,Grocery Stores,PARTNERSHIP,Jalandhar,Punjab,02-12-2026,NA,A,₹564.83
MCH 2157,PARMER-SINHA,5912,Pharmacies,partnership,New Delhi,Delhi,22/10/2023 03:49 AM,,ACTIVE,"₹1,536.42"
mch7925,"Bedi, Shroff and Nadkarni",4131,Bus/Taxi,Sole Proprietor,Lucknow,Uttar Pradesh,07/07/2023,BECU4208184850705,Enabled,"₹2,480.62"
MCH4237,"Deshmukh, Ghose and Chhabra",,eating place,SOLE-PROPRIETOR,Pune,Maharashtra,1707739250,NA,Blocked,5905.65
MCH-2902,SAMRA-KAPUR,5411,GROCERY_STORE,INDIVIDUAL,Chennai,Tamil Nadu,24-Apr-2024,XXXX9404,ACTIVE,
mch7744,NATH PLC,5311,Retail,INDIVIDUAL,ASR,Punjab,1770550778,NA,Enabled,-283.48
MCH1806,Thaker-Dutt,NA,Fashion,INDIVIDUAL,Ludhiana,Punjab,1714641414,1201362088,ACTIVE,"Rs. 6,418"
MCH1401,Din and Sons,5411,Grocery,Individual,amritsar,Punjab,2025-07-20 20:31:24,2717124397,ACTIVE,INR 286.09
9692,Parekh-Kurian,5699,garments,INDIVIDUAL,Jaipur,Rajasthan,20-Oct-2025,XXXX0036,Live,
MCH5476,Buch Group,,chemist,Private Limited,Delhi,Delhi,03-08-2024,,Active,1311.87
1059,Prasad Ltd,4814,phone service,PARTNERSHIP,Hyd,Telangana,18/03/2023,XXXX9900,Active,"INR 4,187.75"
MCH6585,KARA-NATH,5699,Apparel,PRIVATE-LIMITED,Calcutta,West Bengal,29/12/2024 01:18 AM,0436756334,I,"2,202.59"
mch7026,Ganesan-Manda,7011,Hotel,Sole Proprietor,MUMBAI,Maharashtra,30/09/2025,6953234378,Live,"Rs. 1,364"
MCH7949,Vohra-Chaudhary,4131,Transportation,PRIVATE_LIMITED,Mumbai,Maharashtra,2023/10/14,NA,Enabled,265.37
mch8473,"Tella, Dara and Krish",4814,phone service,private_limited,mumbai,Maharashtra,2025-06-21 06:51:14,,Enabled,320.84
MCH7144,"char, kapadia and palla",5999,Miscellaneous,Private Limited,MUMBAI,Maharashtra,23-Mar-2025,8545782179,Disabled,"INR 4,555.85"
MCH-1075,Pingle-Mohan,5912,Medical,SOLE-PROPRIETOR,ludhiana,Punjab,2025/02/24,XXXX2118,Active,"₹1,639.19"
MCH1736,Barman Inc,4131,Transportation,partnership,JPR,Rajasthan,08/06/2025 08:56 PM,NA,A,1937.05
MCH1365,Ahluwalia-Choudhary,5311.0,Retail,Private Limited,LDH,Punjab,03/10/2023,XXXX5844,A,"INR 4,292.21"
MCH4496,"Shroff,AhujaandKumar",4814,TELECOM,Partnership,amritsar,Punjab,11/05/2025 06:25 PM,5684338286,A,-497.26
mch9091,"Dewan, Hayre and Kala",MCC-4131,Transportation,sole_proprietor,Amritsar,Punjab,,VGTR9380587606414,Closed,"₹4,267.28"
MCH-6882,"Thaker, Hans and Chandra",4131,Transport,PRIVATE-LIMITED,lucknow,Uttar Pradesh,2025-02-10 06:27:51,XXXX2452,INACTIVE,274.11
MCH-4736,Suresh-Gola,5942,Stationery,partnership,mumbai,Maharashtra,24/08/2023 02:12 AM,OCLG6376733151298,ACTIVE,885.16
mch3882,Kannan PLC,5912,Medical,INDIVIDUAL,Poona,Maharashtra,08/06/2024,4780136395,Enabled,"INR 1,470.90"
MCH 8568,Krishna-Agrawal,4814,Mobile Recharge,partnership,kolkata,West Bengal,25/10/2024 03:43 AM,7283032727,INACTIVE,₹412.10
MCH 2075,"Dhar,DeoandRau",5912,chemist,Individual,delhi,Delhi,2024-09-01 00:59:41,0032289516,Active,"₹1,584.12"
MCH 4006,Thakur-Narayan,5411,kirana,PRIVATE-LIMITED,amritsar,Punjab,2024/06/23,0693723278,Closed,282.17
mch5236,Basak-Madan,5999,Other,PRIVATE-LIMITED,delhi,Delhi,,1939509420,Active,₹389.03
MCH9744,  Walia Inc  ,5942,Stationery,Sole Proprietor,BLR,Karnataka,2024/06/24,XXXX8765,ACTIVE,574.28
MCH9394,Pal-Taneja,MCC-4814,Mobile Recharge,private_limited,ludhiana,Punjab,02-Jan-2024,NA,Closed,311.59
mch3817,Subramanian Group,5311,DEPT_STORE,Sole Proprietor,Ludhiana,Punjab,,XXXX6376,A,3916.72
MCH2495,Solanki LLC,,Books,PRIVATE_LIMITED,Delhi,Delhi,19-May-2023,8034024153,A,1374.43
MCH 4712,"ZACHARIA, SHERE AND DHAR",5912.0,MEDICAL_STORE,Private Limited,jalandhar,Punjab,27/04/2023 04:30 AM,XXXX2361,Enabled,"INR 2,235.26"
MCH2658,"Parmar, Purohit and Bhasin",5812,Restaurants,Sole Proprietor,Bengaluru,Karnataka,,8958415885,ACTIVE,INR 548.82
MCH4922,Cheema Group,5999,Misc Retail,Partnership,Hyderabad,Telangana,20/03/2024,,ACTIVE,324.81
MCH6420,Wadhwa and Sons,5912,Medical,PARTNERSHIP,Bangalore,Karnataka,,0724197412,Enabled,160.44
MCH3167,"grewal, biswas and naidu",5411,Grocery Stores,SOLE_PROPRIETOR,JPR,Rajasthan,02-19-2024,NA,Active,2704.22
mch1987,"DORA, SARMA AND BISWAS",4814,Mobile Recharge,partnership,MUMBAI,Maharashtra,01-31-2023,NNVG3490646202999,Enabled,"₹3,268.84"
mch5710,Karnik Ltd,5942,Book Store,partnership,jaipur,Rajasthan,2025/12/24,4751773025,Enabled,"INR 2,156.34"
MCH 6789,Sanghvi-Garg,5699,Apparel,Individual,kolkata,West Bengal,,XXXX2367,Live,8043.93
MCH5807,  Madan Ltd  ,5311,Department Store,SOLE-PROPRIETOR,Jalandar,Punjab,06/11/2023,XXXX1600,ACTIVE,1974.14
4389,"Bobal, Chakrabarti and Dash",5912,Pharmacy,SOLE_PROPRIETOR,pune,Maharashtra,04-Feb-2026,NA,A,445.95
6072,"  Bassi, Sarma and Yohannan  ",misc,Other,sole_proprietor,Madras,Tamil Nadu,01-14-2024,OFUG5890068758335,Live,"₹1,959.53"
MCH9352,Bains Group,NA,Retail,individual,chennai,Tamil Nadu,13/01/2026,NA,I,1537.37
MCH7619,"ranganathan, kumer and pandya",5311,Department Stores,private_limited,Kolkata,West Bengal,11-02-2023,XXXX7479,A,
MCH-6050,"Choudhary, Shanker and Rajan",5812,Restaurants,Individual,LDH,Punjab,2024-03-26 21:03:47,1328212555,ACTIVE,-2324.79
MCH-2730,hans llc,,Miscellaneous,Individual,JPR,Rajasthan,23/06/2025,NA,ACTIVE,1392.27
MCH7773,"Mannan, Rout and Dara",7011.0,Hotels,INDIVIDUAL,Jalandhar,Punjab,,2874939436,A,INR 649.31
MCH4490,"DOSHI, RAJ AND BUMB",5411,groceries,PARTNERSHIP,LDH,Punjab,07-28-2025,XXXX2409,Live,748.40
MCH4031,"Mitra, Bali and Rai",05942,BOOKS_STATIONERY,private_limited,lucknow,Uttar Pradesh,12/01/2026,,Enabled,"9,089.26"
MCH 3031,Morar and Sons,5411,groceries,Individual,Pune,Maharashtra,23/04/2025,,Enabled,"₹4,053.43"
MCH4700,"rajan, garg and ray",,Apparel,INDIVIDUAL,chennai,Tamil Nadu,,ZNYW6274259007166,ACTIVE,805.94
9517,MENON INC,,Hospitality,sole_proprietor,mumbai,Maharashtra,23/09/2023,XXXX3518,A,-1486.34
MCH1763,  Dhillon Ltd  ,misc,DEPT_STORE,PARTNERSHIP,jalandhar,Punjab,02-22-2026,4567982166,ACTIVE,231.69
MCH7074,CHAKRABARTI-RAMA,4131,TRAVEL,Individual,Poona,Maharashtra,06-08-2025,3727290380,A,Rs. 843
mch1948,"Sundaram, Sami and Jha",MCC-4814,Mobile Recharge,private_limited,jaipur,Rajasthan,07-17-2024,4160009756,A,₹634.29
MCH3680,Pradhan Ltd,4131,TRAVEL,PRIVATE-LIMITED,HYDERABAD,Telangana,22/11/2025,HAKD1990878179577,A,₹519.26
mch1640,  Dash Ltd  ,5699.0,Clothing,Sole Proprietor,JPR,Rajasthan,2024/11/25,SPQL0474110490629,Live,Rs. 328
MCH7095,Deshmukh-Sarna,5999,Miscellaneous,INDIVIDUAL,Bangalore,Karnataka,06-10-2023,,A,560.73
MCH9457,Som-Ravi,MCC-5311,Department Stores,Sole Proprietor,Jaipur,Rajasthan,19/02/2025 05:25 AM,,ACTIVE,672.31
MCH3442,"Thaman, Tata and Divan",5411.0,GROCERY_STORE,SOLE-PROPRIETOR,Jalandhar,Punjab,01/07/2024 05:17 AM,5904029606,Blocked,Rs. 486
mch3974,"Mishra, Baral and Char",5942,Book Store,SOLE-PROPRIETOR,chennai,Tamil Nadu,22/02/2026,XXXX0042,Hold,"₹2,017.65"
MCH7736,Kara PLC,5699,Clothing,INDIVIDUAL,amritsar,Punjab,02/01/2024,,ACTIVE,778.45
MCH1872,rege llc,4814,phone service,Partnership,bengaluru,Karnataka,26/06/2024,,ACTIVE,INR 768.52
MCH7327,"Krish, Dhar and Choudhury",4814,telecom,Individual,kolkata,West Bengal,2023-05-22 13:42:22,KDMG5541225124685,Suspended,Rs. 440
MCH 7194,Shan and S0ns,4131,Transport,individual,ludhiana,Punjab,,NA,Live,983.19
MCH 6904,"dora, buch and dara",5411,kirana,INDIVIDUAL,LKO,Uttar Pradesh,1769552285,3574033912,A,
MCH6742,"Garde, Chaudhry and Mistry",07011,Hospitality,Sole Proprietor,jalandhar,Punjab,03-May-2024,,ACTIVE,Rs. 646
mch2289,Tank-Datta,05812,Food,PRIVATE_LIMITED,Hyd,Telangana,26-Oct-2025,2288122436,Live,372.03
MCH1674,"Bansal, Babu and Bansal",5699,CLOTHS,individual,chennai,Tamil Nadu,03/11/2024 05:59 AM,,Enabled,Rs. 811
MCH7412,Chand-Bada1,5812,food_services,PRIVATE-LIMITED,MUMBAI,Maharashtra,15/08/2025,,Inactive,INR 539.20
1107,Sen-Das,,Mobile Recharge,Private Limited,Madras,Tamil Nadu,09-16-2024,VDXT6754486241555,Live,
MCH9858,"Devi, Thaker and Master",MCC-5812,Restaurant,Private Limited,amritsar,Punjab,20/07/2024,NA,Live,255.83
mch4167,"Thakur, Purohit and Gade",05311,Retail,Individual,lucknow,Uttar Pradesh,06-08-2024,XXXX3875,ACTIVE,642.28
MCH1581,"Nayak, Verma and Sawhney",5311,Department Stores,Partnership,MUMBAI,Maharashtra,01-11-2025,NA,Enabled,"INR 3,655.93"
3678,"Ramanathan, Oza and Aggarwal",5699.0,Fashion,PARTNERSHIP,Jalandhar,Punjab,03/04/2023 10:00 AM,9191196267,Live,"₹1,617.86"
MCH2200,Choudhry-Vig,4814,TELECOM,Private Limited,jaipur,Rajasthan,21/04/2023 06:16 AM,JBNG6240536039384,Live,INR 207.14
MCH8890,"Kumar, Yogi and Seshadri",5999,Miscellaneous,SOLE-PROPRIETOR,Lucknow,Uttar Pradesh,12/01/2025 06:31 PM,,Live,₹535.53
MCH9424,Sur-Bajaj,5311,department store,SOLE-PROPRIETOR,BLR,Karnataka,18-Apr-2025,XXXX3219,Active,"₹1,902.79"
MCH2754,Chahal Group,5812,Food,sole_proprietor,Amritsar,Punjab,09-27-2023,,Active,"1,452.51"
MCH5829,Mall LLC,5699,apparel,SOLE_PROPRIETOR,Madras,Tamil Nadu,12-Jul-2023,NA,A,-940.71
MCH7829,"Tara, Deo and More",MCC-5812,Restaurant,Private Limited,New Delhi,Delhi,13-Jan-2024,NA,Active,1127.59
MCH7577,"Gandhi, Golla and Arora",5699,Clothing,Private Limited,Amritsar,Punjab,26/01/2023,XXXX6249,A,
MCH8306,"Wason, Saraf and Dube",,hospitality,partnership,BLR,Karnataka,15/02/2025,2587742511,Suspended,67.35
MCH-5093,Khatri-Kata,5411,GROCERY_STORE,PARTNERSHIP,JPR,Rajasthan,2024/10/28,NA,Disabled,"₹1,344.37"
mch1366,"shah, roy and srinivasan",misc,Grocery,sole_proprietor,Calcutta,West Bengal,2023-08-03 07:31:06,5320028837,Live,₹935.11
MCH2189,"  Mammen, Balakrishnan and Prakash  ",5311,Retail,SOLE_PROPRIETOR,Jaipur,Rajasthan,05-14-2025,,Enabled,"₹2,363.97"
MCH 9440,Ratti LLC,MCC-5311,Retail,Individual,jalandhar,Punjab,,MAUW1308281422202,Enabled,186.6
MCH1879,muni-sachdeva,05999,Miscellaneous,Individual,chennai,Tamil Nadu,16-Dec-2023,XXXX4876,ACTIVE,687.52
MCH8933,Karpe Inc,5912,MEDICAL_STORE,Private Limited,amritsar,Punjab,,UYYR5964634247104,Live,"Rs. 2,968"
mch6809,  Reddy-Bhatt  ,,Clothing,Partnership,BLR,Karnataka,2024/08/05,,Active,"Rs. 2,382"
MCH 7585,Rattan-Ratti,5699,Clothing,PARTNERSHIP,pune,Maharashtra,02-10-2026,NA,A,-3222.54
MCH3072,Vora-Soman,5699,Clothing,individual,ASR,Punjab,1770955459,DNMO7101498768595,Live,1993.93
MCH8352,Tailor and Sons,7011.0,Hotel,Sole Proprietor,LKO,Uttar Pradesh,06/11/2024,,Enabled,"₹1,393.59"
MCH4260,"Kalla, Banerjee and Choudhary",4814,phone service,PARTNERSHIP,LDH,Punjab,,NA,A,389.14
MCH3732,"Bhat, Sarin and Wag1e",,Hotel,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2025-06-23 19:32:43,NA,A,Rs. 604
MCH-8076,Banerjee Group,4814,phone service,PRIVATE-LIMITED,Lucknow,Uttar Pradesh,08/06/2025,NA,ACTIVE,1709.68
MCH5490,"Bahl, Kakar and Dara",5699,Fashion,individual,Hyd,Telangana,2025/12/28,JQDE2976951081698,ACTIVE,1917.65
MCH3715,BANSAL INC,5942,Books,INDIVIDUAL,Lucknow,Uttar Pradesh,27-Nov-2024,NA,SUSPENDED,"2,025.81"
MCH1588,Doctor Ltd,4131,Transportation,INDIVIDUAL,ludhiana,Punjab,07-27-2025,XXXX2866,Suspended,1791.21
MCH 6949,"Dada, Suri and Chhabra",7011,HOTEL_LODGING,SOLE-PROPRIETOR,Poona,Maharashtra,2024/01/26,2829880140,ACTIVE,₹333.77
MCH4709,DEWAN-JAIN,4131,TRAVEL,PARTNERSHIP,Lucknow,Uttar Pradesh,02/11/2025 05:55 AM,KNDG8941878782288,Enabled,108.08
MCH9919,"Ramaswamy,PallandBahri",05912,Pharmacy,PRIVATE_LIMITED,Mumbai,Maharashtra,2026/02/09,,A,1346.24
MCH7145,Ratti and Sons,NA,kirana,SOLE_PROPRIETOR,Pune,Maharashtra,01/07/2025,9050093816,Active,"INR 1,161.56"
mch7100,  Sanghvi-Pandit  ,5699,Apparel,individual,Pune,Maharashtra,09/07/2024,NA,Enabled,-638.61
MCH4459,suresh-mane,5311,DEPT_STORE,INDIVIDUAL,Kolkata,West Bengal,25/12/2023,6103544959,Inactive,"Rs. 3,983"
MCH 8968,"Mukherjee,MorarandDesai",5411,kirana,INDIVIDUAL,amritsar,Punjab,09/04/2023,,Active,8122.94
MCH7653,Sama-Yogi,5999,Miscellaneous,SOLE_PROPRIETOR,Hyd,Telangana,05-Jan-2025,,Active,"₹1,041.79"
mch4055,rai plc,5812,Restaurant,PRIVATE_LIMITED,Ludhiana,Punjab,2023/08/12,XXXX0097,Active,283.42
mch4624,"Loke, Swamy and Mishra",5411,groceries,sole_proprietor,BLR,Karnataka,09/03/2023 03:05 PM,,ACTIVE,Rs. 228
MCH 7281,Kalita-Mistry,4814.0,Mobile Recharge,private_limited,Hyderabad,Telangana,2024/11/24,XXXX5201,Active,"₹2,941.71"
mch2154,"Chhabra, Walla and Ramakrishnan",05942,Book Store,SOLE_PROPRIETOR,Ludhiana,Punjab,28-Oct-2023,NA,INACTIVE,"Rs. 1,662"
MCH 7501,Jayaraman Inc,5311,Department Store,PARTNERSHIP,Calcutta,West Bengal,03-10-2024,XXXX9347,Enabled,2898.16
MCH6091,  Dutt-Nair  ,5699,CLOTHS,PRIVATE-LIMITED,kolkata,West Bengal,30/01/2023,9792145375,Enabled,1466.59
MCH7930,"Boase, Barman and Virk",5812,eating place,PRIVATE_LIMITED,amritsar,Punjab,02/05/2025,NA,ACTIVE,1076.5
MCH7549,Narayan PLC,07011,Hotels,SOLE-PROPRIETOR,kolkata,West Bengal,1677040694,8324142833,Closed,"Rs. 2,720"
MCH-3172,KumarandSons,5311.0,Department Store,partnership,Amritsar,Punjab,2026/01/14,,Live,3144.22
MCH1063,"Samra, Sur and Venkataraman",5999,Retail Other,PRIVATE_LIMITED,Chennai,Tamil Nadu,13/06/2023,2476053551,Enabled,"₹1,297.70"
4599,Majumdar-Choudhary,,groceries,PRIVATE_LIMITED,MUMBAI,Maharashtra,05/03/2023 04:37 PM,5607530943,I,1341.81
MCH8345,"Srinivas, Bali and Bhatt",7011,HOTEL_LODGING,sole_proprietor,jalandhar,Punjab,2023-02-08 02:01:40,NA,Inactive,1909.16
7846,Chad-Gole,,Miscellaneous,individual,mumbai,Maharashtra,08-24-2023,XXXX4268,Active,Rs. 228
MCH 9302,Savant-Dave,5311,Department Stores,PARTNERSHIP,BLR,Karnataka,08-17-2025,NA,Live,543.56
MCH3072,Varkey-Shanker,5999,Miscellaneous,PARTNERSHIP,MUMBAI,Maharashtra,30/11/2024,NA,INACTIVE,852.87
9136,Mody Ltd,5411.0,Grocery Stores,individual,Madras,Tamil Nadu,2024/07/10,MHEB9502738400073,Active,1976.5
MCH3328,"NARANG, LAL AND BHALLA",MCC-5942,BOOKS_STATIONERY,SOLE-PROPRIETOR,kolkata,West Bengal,20-Oct-2024,XXXX6467,ACTIVE,"₹3,697.78"
MCH8145,Dhi110n LLC,7011,Hotel,Private Limited,Chennai,Tamil Nadu,10/12/2025,NA,ACTIVE,₹180.43
MCH7298,"SANGHA, SANGHA AND KULKARNI",5411,groceries,individual,delhi,Delhi,1706464098,VEZZ6158628097451,ACTIVE,"INR 1,661.92"
MCH6825,Viswanathan Ltd,5912,chemist,PARTNERSHIP,Mumbai,Maharashtra,01-10-2023,7090133493,Active,"₹1,083.22"
MCH5704,Biswas-Yohannan,7011,Hotel,SOLE-PROPRIETOR,Calcutta,West Bengal,,XXXX3443,A,₹751.57
MCH-3055,"Batta, Sha and Dugar",7011,Hotel,private_limited,Madras,Tamil Nadu,18/08/2025 05:51 PM,XXXX2455,Enabled,₹262.10
MCH1420,"Hayer, Malhotra and Dugar",5311,Retail,Individual,Pune,Maharashtra,2023-07-08 22:38:55,XXXX5505,Live,"1,649.54"
MCH3796,Swaminathan Ltd,5699,CLOTHS,Partnership,Poona,Maharashtra,1675541852,,Enabled,1024.22
MCH1617,Cherian LLC,05311,DEPT_STORE,INDIVIDUAL,HYDERABAD,Telangana,1707462837,4300505477,ACTIVE,-11340.36
MCH6743,Patla Inc,4814,Mobile Recharge,PRIVATE_LIMITED,MUMBAI,Maharashtra,2026/02/20,EOKT5528330953242,ACTIVE,
MCH9220,"Agate,BoaseandKurian",04131,TRAVEL,SOLE-PROPRIETOR,Delhi,Delhi,,XXXX4686,I,-728.01
MCH3161,Mittal-Bawa,5999.0,Other,private_limited,Jalandar,Punjab,1680361598,NA,A,"₹2,703.14"
MCH7111,Kohli-Zachariah,5411,kirana,partnership,LDH,Punjab,04/08/2025,XXXX9398,A,585.6
MCH-9665,Baria and Sons,5699.0,Fashion,SOLE-PROPRIETOR,Chennai,Tamil Nadu,09/08/2023,VFLG7914496362461,S,"₹4,561.80"
MCH3594,Om-Tiwari,,Bus/Taxi,Partnership,Poona,Maharashtra,28/07/2024 12:22 AM,VPIP7717372044916,ACTIVE,-1023.26
2094,Ratti Ltd,05411,Grocery,SOLE-PROPRIETOR,bengaluru,Karnataka,,2357394958,A,"4,897.48"
MCH6255,"GUPTA, KIBE AND AURORA",7011,Hospitality,PARTNERSHIP,lucknow,Uttar Pradesh,2023-10-31 04:07:14,5876602681,Live,"Rs. 3,182"
MCH5278,"  Sarraf, Peri and Ratti  ",5999,Misc Retail,PRIVATE_LIMITED,kolkata,West Bengal,27/04/2025,,A,"₹1,446.64"
MCH3559,Chokshi Inc,5812.0,food,private_limited,bengaluru,Karnataka,23/12/2024,XXXX5330,Active,-535.7
MCH3567,"Ahuja, Mody and Radhakrishnan",5411,Grocery Stores,SOLE_PROPRIETOR,LKO,Uttar Pradesh,2023-09-24 03:33:54,NA,A,1060.67
MCH-7164,"Tata, Sachdeva and Palan",4131,Bus/Taxi,INDIVIDUAL,jalandhar,Punjab,1691645425,FKFD7859864387581,Active,519.18
MCH5245,"Bhatt, Kakar and Boase",5311,Retail,INDIVIDUAL,jalandhar,Punjab,1751000288,4405470614,A,2923.74
MCH7814,  Mallick-Puri  ,5812,Restaurant,SOLE_PROPRIETOR,jaipur,Rajasthan,01/03/2024,NA,Enabled,-2963.54
mch9082,SESHADRI GROUP,5812,eating place,sole_proprietor,jaipur,Rajasthan,2025-11-24 03:08:55,,A,Rs. 862
MCH2701,"Prabhakar, Saraf and Mand",7011,Hospitality,PRIVATE-LIMITED,HYDERABAD,Telangana,25/01/2023,1250735780,Active,"INR 2,599.41"
MCH1409,Baral LLC,MCC-5912,Medical,INDIVIDUAL,Hyd,Telangana,06/03/2023,NA,ACTIVE,-1891.12
MCH6943,  Vyas Group  ,05699,garments,INDIVIDUAL,ASR,Punjab,11-Apr-2023,KIUE4469872424797,Live,-651.75
MCH1498,Deo-Mand,5999,Retail Other,SOLE_PROPRIETOR,chennai,Tamil Nadu,01/03/2025,NA,A,1460.33
MCH5367,REDDY-CHAKRABORTY,5699,Clothing,Sole Proprietor,mumbai,Maharashtra,1740799482,WHOV7357855523116,Live,1679.09
MCH7262,Loke LLC,4814,Telecom,Partnership,MUMBAI,Maharashtra,12-13-2023,XXXX0516,Active,3675.05
MCH2157,"Ramaswamy, Sundaram and Sachdev",4131,transprt,INDIVIDUAL,HYDERABAD,Telangana,25-May-2023,NA,Suspended,"Rs. 1,899"
