txn_id,timestamp,timestamp_status,user_id,merchant_id,amount,amount_status,utr,utr_status,mcc,mcc_status,status,full_name,pan,pan_status,aadhaar,aadhaar_status,date_of_birth,age_status,city,state,monthly_income,income_status,occupation,signup_timestamp,signup_date,account_age_days,signup_status,risk_segment,kyc_status,merchant_name,mcc_mer,merchant_category,business_type,city_mer,state_mer,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_category,onboarding_date_status,settlement_account_status,merchant_status_status,ticket_size_status,txn_id_clean,dispute_count,total_disputed_amount,latest_reported,top_reason_code,max_severity,is_kyc_linked,is_merchant_linked,is_disputed,mcc_derived,age,flag_amount_anomaly,flag_utr_invalid,flag_missing_utr_and_failed,flag_mcc_invalid,flag_kyc_doc_invalid,flag_kyc_doc_missing,flag_underage,flag_income_anomaly,flag_rejected_kyc_active,flag_under_review_kyc_active,flag_brand_new_account,flag_merchant_suspended,flag_merchant_status_unknown,flag_ticket_size_imputed,flag_amount_vs_ticket_mismatch,flag_high_severity_dispute,flag_unauthorized_reason,flag_disputed_amount_mismatch,flag_unlinked_kyc,flag_unlinked_merchant,txn_hour,txn_day_of_week,is_weekend,is_night_txn,flag_round_amount,signup_date_parsed,days_since_signup_at_txn,user_txn_count,user_total_volume,user_dispute_count,user_failed_count,user_distinct_merchants,user_max_single_txn,user_failed_rate,user_avg_amount,user_std_amount,user_amount_zscore,flag_amount_zscore_outlier,user_income_to_spend_ratio,flag_income_spend_mismatch,flag_new_account_high_volume,flag_invalid_kyc_high_volume,merchant_txn_count,merchant_total_volume,merchant_dispute_count,merchant_disputed_txn_count,merchant_chargeback_ratio,merchant_ratio_insufficient_sample,flag_merchant_above_category_median,category_txn_count,category_total_volume,category_dispute_count,category_chargeback_ratio,user_cycle_score,merchant_cycle_score,flag_count,fraud_risk_score,risk_tier
TXN00008851,2026-01-26 00:26:11,VALID,USR22260,MCH4548,23003.64,VALID,UTR8582453105,VALID,,MISSING,SUCCESS,Pranit Sharma,KAZBS5944M,VALID,9051001548,INVALID,1996-07-11,VALID,Pune,Maharashtra,35497.0,STANDARD_INCOME,Unemployed,1733708564,,,MISSING_DATE,High,APPROVED,"Butala, Som And Modi",5999.0,Other / Misc,Private Limited,Bengaluru,Karnataka,,6510148022,Suspended,568.11,Found Duplicate,missing,VALID_NUMERIC,PROVIDED,PROVIDED,TXN00008851,1.0,1383.51,2026-04-27 12:50:00,DUPLICATE_DEBIT,MEDIUM,True,True,True,0,30.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0,0,False,True,False,,,2,28131.65,2.0,0,2,23003.64,0.0,14065.825,12639.979190981685,0.7071067811865474,False,0.06604231813017063,False,False,True,3,55425.79,1.0,1,0.3333333333333333,False,True,1230.0,14529247.47,168.0,0.13658536585365855,0.0,0.0,7,0.29444444444444445,MEDIUM
TXN00014611,2026-01-07 00:00:00,DATE_ONLY,USR72049,MCH9417,9776.93,VALID,UTR4456423113,VALID,4131.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,2,False,True,False,,,1,9776.93,0.0,0,1,9776.93,0.0,9776.93,,,False,,False,False,False,1,9776.93,0.0,0,,True,False,,,,,0.0,0.0,1,0.027777777777777776,LOW
TXN00008205,2026-03-21 08:19:55,VALID,USR73714,MCH6155,16605.21,VALID,UTR8386456786,VALID,5912.0,VALID,SUCCESS,Yochana Mittal,LHNJU6688U,VALID,3799043165,INVALID,1964-12-09,VALID,Delhi,Delhi,33180.0,STANDARD_INCOME,Gig Worker,30/12/2024,2024-12-30,622.0,DATE_ONLY,Low,UNDER_REVIEW,"Mukhopadhyay, Doshi And Gopal",5411.0,Grocery,Sole Proprietorship,Jalandhar,Punjab,2025-10-03,XXXX5418,Active,830.87,Found Duplicate,present,MASKED,PROVIDED,PROVIDED,TXN00008205,1.0,1147.39,2026-02-12 00:00:00,UNAUTHORIZED_TRANSACTION,HIGH,True,True,True,0,61.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,8,5,True,False,False,2024-12-30,446.0,1,16605.21,1.0,0,1,16605.21,0.0,16605.21,,,False,0.04170486738999397,False,False,False,3,48091.770000000004,1.0,1,0.3333333333333333,False,True,895.0,10910200.26,127.0,0.1418994413407821,0.0,0.0,6,0.26666666666666666,MEDIUM
TXN00014865,2026-03-21 01:37:14,VALID,USR18833,MCH8490,-18301.88,NEGATIVE,UTR5995149682,VALID,5912.0,VALID,SUCCESS,Rishi Pall,AYFLJ3892H,VALID,082916593772,VALID,1964-03-01,VALID,Jalandhar,Punjab,,MISSING,Farmer,09-22-2025,2025-09-22,356.0,DATE_ONLY,Low,APPROVED,Sekhon Chadha,5699.0,Apparel,Sole Proprietorship,Delhi,Delhi,2024-06-28,XXXX6195,Inactive,694.05,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,True,True,False,0,62.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,5,True,True,False,2025-09-22,180.0,1,-18301.88,0.0,0,1,-18301.88,0.0,-18301.88,,,False,,False,False,False,1,-18301.88,0.0,0,,True,False,884.0,10588724.41,110.0,0.1244343891402715,0.0,0.0,3,0.08333333333333333,LOW
TXN00012584,2026-02-13 15:26:55,VALID,USR72162,MCH6969,20562.33,VALID,UTR3953827259,VALID,4131.0,VALID,SUCCESS,Vasatika Mittal,EGANG3344,INVALID,690166520468,VALID,2003-12-25,VALID,Jalandhar,Punjab,,MISSING,Salaried,07-24-2024,2024-07-24,781.0,DATE_ONLY,Low,APPROVED,,,,,,,,,,,,,,,,TXN00012584,1.0,397.91,2026-02-16 00:00:00,GENERAL_COMPLAINT,LOW,True,False,True,0,22.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,15,4,False,False,False,2024-07-24,569.0,1,20562.33,1.0,0,1,20562.33,0.0,20562.33,,,False,,False,False,False,1,20562.33,1.0,1,,True,False,,,,,0.0,0.0,2,0.05555555555555555,LOW
TXN00012338,2026-01-05 17:26:16,VALID,USR67269,MCH9777,12517.37,VALID,UTR7217061553,VALID,5411.0,VALID,SUCCESS,Odika Rao,ECUSA0759O,VALID,623958085610,VALID,1981-08-27,VALID,Lucknow,Uttar Pradesh,39839.0,STANDARD_INCOME,Freelancer,1759397440,,,MISSING_DATE,Unknown,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17,0,False,False,False,,,1,12517.37,0.0,0,1,12517.37,0.0,12517.37,,,False,0.026183241714567804,False,False,False,3,33562.950000000004,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,0,0.09999999999999999,LOW
TXN00001032,2026-01-12 18:04:43,VALID,USR10743,MCH6581,14910.78,VALID,UTR4683021838,VALID,4131.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,18,0,False,False,False,,,1,14910.78,0.0,0,1,14910.78,0.0,14910.78,,,False,,False,False,False,3,35549.630000000005,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00016423,2026-01-11 23:41:28,VALID,USR76173,MCH9601,6134.97,VALID,UTR8236122339,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Joshi Chauhan,4131.0,Transport & Travel,Private Limited,Bengaluru,Karnataka,2023-10-05,GXDF2258830455225,Unknown,1949.42,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,23,6,True,False,False,,,1,6134.97,0.0,0,1,6134.97,0.0,6134.97,,,False,,False,False,False,2,25111.800000000003,0.0,0,,True,False,991.0,11848066.26,143.0,0.1442986881937437,0.0,0.0,0,0.0,LOW
TXN00015692,2026-03-13 17:57:19,VALID,USR44433,MCH3108,17058.91,VALID,UTR6567349731,VALID,5912.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,17,4,False,False,False,,,1,17058.91,0.0,0,1,17058.91,0.0,17058.91,,,False,,False,False,False,4,47894.32,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00007571,2026-01-09 13:22:57,VALID,USR61758,MCH6008,9185.57,VALID,UTR8526264082,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,13,4,False,False,False,,,1,9185.57,0.0,0,1,9185.57,0.0,9185.57,,,False,,False,False,False,4,53630.119999999995,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00006599,2026-01-05 12:21:13,VALID,USR21827,MCH9264,23020.0,VALID,UTR5827578267,VALID,5411.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,12,0,False,False,False,,,1,23020.0,0.0,1,1,23020.0,1.0,23020.0,,,False,,False,False,False,3,31449.29,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,0,0.09999999999999999,LOW
TXN00004243,2026-03-21 12:19:41,VALID,USR41784,MCH6885,18908.78,VALID,UTR5577063066,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,12,5,True,False,False,,,1,18908.78,0.0,0,1,18908.78,0.0,18908.78,,,False,,False,False,False,2,29854.78,1.0,1,,True,False,,,,,0.0,0.0,0,0.0,LOW
TXN00019248,2026-02-17 05:56:36,VALID,USR71646,MCH5390,1605.14,VALID,UTR9298630837,VALID,5912.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Pall Vig,4131.0,Transport & Travel,Private Limited,Amritsar,Punjab,2024-02-18,9048380759,Active,6624.25,Found Duplicate,present,VALID_NUMERIC,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,1,False,False,False,,,2,10184.14,0.0,0,2,8579.0,0.0,5092.07,4931.263697045616,-0.7071067811865475,False,,False,False,False,4,36883.91,1.0,1,0.25,False,True,991.0,11848066.26,143.0,0.1442986881937437,0.0,0.0,1,0.10277777777777777,LOW
TXN00016841,2026-01-16 00:09:21,VALID,USR91132,MCH7032,22657.62,VALID,UTR9920764927,VALID,7011.0,VALID,FAILED,Anirudh Jha,JFNVZ0245L,VALID,783726256057,VALID,2001-01-08,VALID,Ludhiana,Punjab,57277.0,STANDARD_INCOME,Self Employed,04-23-2025,2025-04-23,508.0,DATE_ONLY,Low,APPROVED,"Mangat, Naik And Kakar",7011.0,Hospitality & Hotels,Private Limited,Amritsar,Punjab,2023-01-09,,Active,939.26,Unique,present,MISSING,PROVIDED,MISSING_OR_INVALID,,,,,,,True,True,False,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,4,False,True,False,2025-04-23,268.0,1,22657.62,0.0,1,1,22657.62,1.0,22657.62,,,False,0.03296497721598547,False,False,False,2,46838.28,0.0,0,,True,False,950.0,11123760.77,125.0,0.13157894736842105,0.0,0.0,2,0.05555555555555555,LOW
TXN00000016,2026-02-27 07:56:50,VALID,USR17500,MCH1682,4593.0,VALID,UTR9481525633,VALID,5411.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,4,False,False,False,,,1,4593.0,0.0,1,1,4593.0,1.0,4593.0,,,False,,False,False,False,4,24206.3,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
TXN00008463,2026-02-21 02:06:58,VALID,USR10085,MCH9212,6766.88,VALID,,MISSING,5912.0,VALID,SUCCESS,Neel Deol,CCHNM7498D,VALID,109354020756,VALID,1981-04-16,VALID,Hyderabad,Telangana,,MISSING,Retired,23-Apr-2025,2025-04-23,508.0,DATE_ONLY,Medium,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,5,True,True,False,2025-04-23,304.0,2,16240.68,0.0,0,2,9473.8,0.0,8120.34,1914.0814881294891,-0.7071067811865476,False,,False,False,False,2,30321.120000000003,0.0,0,,True,False,,,,,0.0,0.0,1,0.027777777777777776,LOW
TXN00002792,2026-02-12 13:01:00,VALID,USR89667,MCH5628,24528.78,VALID,UTR1798478403,VALID,,MISSING,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,13,3,False,False,False,,,1,24528.78,0.0,0,1,24528.78,0.0,24528.78,,,False,,False,False,False,4,68632.19,2.0,2,0.5,False,False,,,,,0.0,0.0,0,0.15,LOW
TXN00009959,2026-11-01 19:55:44,VALID,USR13806,MCH4850,16675.97,VALID,UTR6703683699,VALID,,MISSING,SUCCESS,Kashish Jaggi,DTXKZ0486G,VALID,664536287807,VALID,1999-03-04,VALID,Pune,Maharashtra,14377.0,STANDARD_INCOME,Self Employed,2024-03-17 15:32:03,2024-03-17,910.0,VALID,Low,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,27.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,19,6,True,False,False,2024-03-17,959.0,2,29142.04,0.0,0,2,16675.97,0.0,14571.02,2976.8488381172474,0.7071067811865476,False,0.16891586098166053,False,False,False,5,46314.68,1.0,1,0.2,False,False,,,,,0.0,0.0,0,0.06,LOW
TXN00016178,2026-03-21 23:54:00,VALID,USR23746,MCH6001,11273.44,VALID,UTR7786031610,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Murthy Batra,7011.0,Hospitality & Hotels,Sole Proprietorship,Jalandhar,Punjab,2024-08-31,DRAQ5734718978671,Unknown,1116.47,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,23,5,True,False,False,,,1,11273.44,0.0,0,1,11273.44,0.0,11273.44,,,False,,False,False,False,2,15812.44,0.0,0,,True,False,950.0,11123760.77,125.0,0.13157894736842105,0.0,0.0,1,0.027777777777777776,LOW
TXN00009394,2026-03-19 06:18:29,VALID,USR94902,MCH7916,18177.23,VALID,UTR6142218931,VALID,7011.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6,3,False,False,False,,,1,18177.23,0.0,0,1,18177.23,0.0,18177.23,,,False,,False,False,False,1,18177.23,0.0,0,,True,False,,,,,0.0,0.0,0,0.0,LOW
TXN00014630,2026-01-08 14:08:11,VALID,USR18553,MCH7919,3004.82,VALID,UTR8214678642,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Majumdar Chandran,4131.0,Transport & Travel,Partnership,Jaipur,Rajasthan,2025-09-12,ZYZN0297509951145,Unknown,4626.02,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,14,3,False,False,False,,,1,3004.82,0.0,0,1,3004.82,0.0,3004.82,,,False,,False,False,False,2,10989.01,0.0,0,,True,False,991.0,11848066.26,143.0,0.1442986881937437,0.0,0.0,0,0.0,LOW
TXN00014675,2026-01-09 01:56:47,VALID,USR61556,MCH8295,4277.16,VALID,UTR9193166011,VALID,5411.0,VALID,SUCCESS,Samesh Ratta,IRFNW7757A,VALID,993996196517,VALID,1963-07-24,VALID,Jalandhar,Punjab,7024.0,STANDARD_INCOME,Business Owner,14-Apr-2024,2024-04-14,882.0,DATE_ONLY,Medium,APPROVED,Mammen Llc,5999.0,Other / Misc,Private Limited,Chennai,Tamil Nadu,2024-11-04,XXXX0713,Active,1554.58,Unique,present,MASKED,PROVIDED,PROVIDED,,,,,,,True,True,False,0,63.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,False,True,False,2024-04-14,635.0,1,4277.16,0.0,0,1,4277.16,0.0,4277.16,,,False,0.05074458997722096,False,False,False,3,34585.18,0.0,0,0.0,False,False,1230.0,14529247.47,168.0,0.13658536585365855,0.0,0.0,1,0.027777777777777776,LOW
TXN00006079,2026-01-30 19:33:37,VALID,USR81381,MCH8905,13797.29,VALID,UTR4198597827,VALID,4131.0,VALID,SUCCESS,Oscar Contractor,HTTMU0857W,VALID,088076378685,VALID,,MISSING_DOB,Hyderabad,Telangana,23462.0,STANDARD_INCOME,Salaried,20-Nov-2025,2025-11-20,297.0,DATE_ONLY,High,APPROVED,,,,,,,,,,,,,,,,,,,,,,True,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,19,4,False,False,False,2025-11-20,71.0,1,13797.29,0.0,0,1,13797.29,0.0,13797.29,,,False,0.04900580371096525,False,False,False,3,32408.83,1.0,1,0.3333333333333333,False,False,,,,,0.0,0.0,0,0.09999999999999999,LOW
TXN00016175,2026-03-02 18:34:53,VALID,USR88653,MCH1789,24933.04,VALID,UTR9676783016,VALID,4131.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,Loke Chanda,5942.0,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-02-25,,Active,15713.68,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,18,0,False,False,False,,,1,24933.04,0.0,0,1,24933.04,0.0,24933.04,,,False,,False,False,False,4,16735.61,0.0,0,0.0,False,False,850.0,10256313.08,112.0,0.13176470588235295,0.0,0.0,0,0.0,LOW
TXN00012442,2026-02-20 18:53:34,VALID,USR58773,MCH7992,15364.11,VALID,UTR4657846643,VALID,5812.0,VALID,SUCCESS,Tara Gara,XBAEH3655R,VALID,704924485541,VALID,1979-12-27,VALID,Jalandhar,Punjab,67543.0,STANDARD_INCOME,Business Owner,10/06/2025 05:34 AM,2025-10-06,342.0,VALID,Medium,APPROVED,Goel Group,4814.0,Telecom,Individual,Bengaluru,Karnataka,2023-10-18,UIMY5187810690637,Unknown,609.52,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,True,True,False,0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,18,4,False,False,False,2025-10-06,137.0,3,20172.08,1.0,1,3,15364.11,0.3333333333333333,6724.026666666668,7719.167199979111,1.1193025244169752,False,0.024887947924532028,False,False,False,4,43224.0,1.0,1,0.25,False,True,1079.0,13002303.95,143.0,0.13253012048192772,0.0,0.0,2,0.13055555555555554,LOW
TXN00005110,2026-03-12 14:32:01,VALID,USR59556,MCH3416,24157.19,VALID,UTR5147247058,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,"Rau, Baral And Karan",4814.0,Telecom,Private Limited,Ludhiana,Punjab,2024-02-02,,Active,0.894,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,14,3,False,False,False,,,3,59305.32,0.0,1,3,24157.19,0.3333333333333333,19768.44,4176.807498808149,1.0507427027107017,False,,False,False,False,3,39233.3,0.0,0,0.0,False,False,1079.0,13002303.95,143.0,0.13253012048192772,0.0,0.0,1,0.027777777777777776,LOW
TXN00015733,2026-12-01 10:38:46,VALID,USR73203,MCH4921,23068.15,VALID,UTR4906919827,VALID,5812.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXN00015733,1.0,2313.86,2026-01-25 00:00:00,UNAUTHORIZED_TRANSACTION,MEDIUM,False,False,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,10,1,False,False,False,,,1,23068.15,1.0,0,1,23068.15,0.0,23068.15,,,False,,False,False,False,6,108205.74,2.0,2,0.3333333333333333,False,False,,,,,0.0,0.0,2,0.15555555555555556,MEDIUM
TXN00013684,2026-01-10 23:17:03,VALID,USR71201,MCH1876,12812.0,VALID,UTR4063303775,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,"Deol, Sandal And Nagi",5999.0,Other / Misc,Partnership,Bengaluru,Karnataka,2024-04-29,KRVT6824787386581,Unknown,603.93,Unique,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,,,,,,,False,True,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,23,5,True,False,False,,,1,12812.0,0.0,0,1,12812.0,0.0,12812.0,,,False,,False,False,False,3,46328.32,0.0,0,0.0,False,False,1230.0,14529247.47,168.0,0.13658536585365855,0.0,0.0,1,0.027777777777777776,LOW
TXN00010585,2026-01-29 15:46:34,VALID,USR24751,MCH9872,13249.08,VALID,UTR7587902960,VALID,7011.0,VALID,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,15,3,False,False,False,,,1,13249.08,0.0,1,1,13249.08,1.0,13249.08,,,False,,False,False,False,2,29656.559999999998,0.0,0,,True,False,,,,,0.0,0.0,0,0.0,LOW
TXN00011008,2026-01-28 15:17:00,VALID,USR54614,MCH4264,21924.2,VALID,UTR2563524160,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,15,2,False,False,False,,,1,21924.2,0.0,0,1,21924.2,0.0,21924.2,,,False,,False,False,False,2,34337.31,0.0,0,,True,False,,,,,0.0,0.0,0,0.0,LOW
TXN00006716,2026-01-02 05:45:26,VALID,USR22917,MCH2987,10383.53,VALID,UTR9869222610,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,4,False,False,False,,,1,10383.53,0.0,0,1,10383.53,0.0,10383.53,,,False,,False,False,False,4,39951.840000000004,1.0,1,0.25,False,False,,,,,0.0,0.0,0,0.075,LOW
TXN00011988,2026-02-23 04:17:53,VALID,USR39411,MCH6899,4388.86,VALID,UTR4489857332,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,0,False,True,False,,,1,4388.86,0.0,0,1,4388.86,0.0,4388.86,,,False,,False,False,False,4,50301.619999999995,0.0,0,0.0,False,False,,,,,0.0,0.0,1,0.027777777777777776,LOW
TXN00019190,2026-03-28 22:53:50,VALID,USR40156,MCH5550,16929.0,VALID,UTR7623017193,VALID,,MISSING,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,22,5,True,False,False,,,2,30664.17,0.0,0,2,16929.0,0.0,15332.085,2258.378850957032,0.7071067811865477,False,,False,False,False,4,47033.15,1.0,1,0.25,False,False,,,,,0.0,0.0,0,0.075,LOW
TXN00017946,2026-02-22 21:44:50,VALID,USR92111,MCH6617,7673.78,VALID,UTR1180481543,VALID,4131.0,VALID,SUCCESS,Oeshi Goswami,PXSIQ7489K,VALID,625030742022,VALID,1971-09-25,VALID,Jaipur,Rajasthan,21690.0,STANDARD_INCOME,Gig Worker,19/07/2025 02:40 AM,2025-07-19,421.0,VALID,Low,APPROVED,"Aurora, Bhakta And Bawa",5311.0,Department Store,Private Limited,Pune,Maharashtra,2023-11-30,,Unknown,324.91,Found Duplicate,present,MISSING,PROVIDED,PROVIDED,,,,,,,True,True,False,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,21,6,True,False,False,2025-07-19,218.0,1,7673.78,0.0,0,1,7673.78,0.0,7673.78,,,False,0.02948278776702013,False,False,False,3,29956.629999999997,0.0,0,0.0,False,False,725.0,8779829.22,85.0,0.11724137931034483,0.0,0.0,1,0.027777777777777776,LOW
TXN00011196,2026-03-31 09:52:10,VALID,USR38446,MCH8975,6636.87,VALID,UTR8852772240,VALID,5411.0,VALID,SUCCESS,Ijaya Tella,RJTQH7044Z,VALID,754943732049,VALID,1971-06-30,VALID,Kolkata,West Bengal,12800.0,STANDARD_INCOME,Business Owner,20/01/2024,2024-01-20,967.0,DATE_ONLY,Low,APPROVED,"Shanker, Kothari And Balasubramanian",4814.0,Telecom,Individual,Mumbai,Maharashtra,2025-10-24,,Active,1231.77,Unique,present,MISSING,PROVIDED,PROVIDED,,,,,,,True,True,False,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9,1,False,False,False,2024-01-20,801.0,1,6636.87,0.0,0,1,6636.87,0.0,6636.87,,,False,0.0432087890625,False,False,False,5,47864.32,0.0,0,0.0,False,False,1079.0,13002303.95,143.0,0.13253012048192772,0.0,0.0,1,0.027777777777777776,LOW
TXN00012186,2026-02-17 20:24:00,VALID,USR23767,MCH3987,17855.9,VALID,UTR5888961856,VALID,5912.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,"Dubey, Aggarwa1 And Mangat",5942.0,Books & Stationery,Individual,Hyderabad,Telangana,2024-04-20,OTRE9764440633575,Active,474.5,Found Duplicate,present,ALPHANUMERIC_IBAN,PROVIDED,PROVIDED,TXN00012186,1.0,4466.44,2026-01-06 00:00:00,UNAUTHORIZED_TRANSACTION,LOW,False,True,True,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,20,1,False,False,False,,,1,17855.9,1.0,0,1,17855.9,0.0,17855.9,,,False,,False,False,False,4,65887.25,2.0,2,0.5,False,True,850.0,10256313.08,112.0,0.13176470588235295,0.0,0.0,4,0.26111111111111107,MEDIUM
TXN00007886,2026-01-05 15:10:14,VALID,USR94364,MCH1339,20567.97,VALID,UTR6282859116,VALID,5411.0,VALID,SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,15,0,False,False,False,,,1,20567.97,0.0,0,1,20567.97,0.0,20567.97,,,False,,False,False,False,3,43896.85,0.0,0,0.0,False,False,,,,,0.0,0.0,0,0.0,LOW
