ring_id,ring_type,cycle_accounts,entity_count,composite_score,cluster_volume,description
RING-SYNTH-1352,SYNTHETIC_IDENTITY_MULE_RING,USR41825 -> USR41825,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Damini Nagar, Damini Nagar"
RING-SYNTH-1351,SYNTHETIC_IDENTITY_MULE_RING,USR25284 -> USR25284,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ranbir Batra, Ranbir Batra"
RING-SYNTH-1350,SYNTHETIC_IDENTITY_MULE_RING,USR85075 -> USR85075,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandani Balasubramanian, Chandani Balasubramanian"
RING-SYNTH-1349,SYNTHETIC_IDENTITY_MULE_RING,USR82999 -> USR82999,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gopal Dhillon, Gopal Dhillon"
RING-SYNTH-1348,SYNTHETIC_IDENTITY_MULE_RING,USR24005 -> USR24005,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jai Deep, Jai Deep"
RING-SYNTH-1347,SYNTHETIC_IDENTITY_MULE_RING,USR20846 -> USR20846,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mitesh Patel, Mitesh Patel"
RING-SYNTH-1346,SYNTHETIC_IDENTITY_MULE_RING,USR76743 -> USR76743,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Quincy Kunda, Quincy Kunda"
RING-SYNTH-1345,SYNTHETIC_IDENTITY_MULE_RING,USR38767 -> USR38767,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ojasvi Mutti, Ojasvi Mutti"
RING-SYNTH-1344,SYNTHETIC_IDENTITY_MULE_RING,USR78987 -> USR78987,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manya Hayre, Manya Hayre"
RING-SYNTH-1343,SYNTHETIC_IDENTITY_MULE_RING,USR81034 -> USR81034,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Amaira Yohannan, Amaira Yohannan"
RING-SYNTH-1342,SYNTHETIC_IDENTITY_MULE_RING,USR26004 -> USR26004,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Azaan Solanki, Azaan Solanki"
RING-SYNTH-1341,SYNTHETIC_IDENTITY_MULE_RING,USR15105 -> USR15105,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nilima Balay, Nilima Balay"
RING-SYNTH-1340,SYNTHETIC_IDENTITY_MULE_RING,USR80867 -> USR80867,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Owen Agarwal, Owen Agarwal"
RING-SYNTH-1339,SYNTHETIC_IDENTITY_MULE_RING,USR52668 -> USR52668,2,0.7,3481.8,"Duplicate PAN document shared across 2 customer profiles: Zaid Rege, Zaid Rege"
RING-SYNTH-1338,SYNTHETIC_IDENTITY_MULE_RING,USR25497 -> USR25497,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anjali Dora, Anjali Dora"
RING-SYNTH-1337,SYNTHETIC_IDENTITY_MULE_RING,USR41648 -> USR41648,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Girik Ray, Girik Ray"
RING-SYNTH-1336,SYNTHETIC_IDENTITY_MULE_RING,USR15221 -> USR15221,2,0.7,11234.21,"Duplicate PAN document shared across 2 customer profiles: Tara Sami, Tara Sami"
RING-SYNTH-1311,SYNTHETIC_IDENTITY_MULE_RING,USR59566 -> USR59566,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Eiravati Khalsa, Eiravati Khalsa"
RING-SYNTH-1309,SYNTHETIC_IDENTITY_MULE_RING,USR13381 -> USR13381,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yauvani Garde, Yauvani Garde"
RING-SYNTH-1264,SYNTHETIC_IDENTITY_MULE_RING,USR83848 -> USR83848,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kamala Bera, Kamala Bera"
RING-SYNTH-1275,SYNTHETIC_IDENTITY_MULE_RING,USR53436 -> USR53436,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Owen Misra, Owen Misra"
RING-SYNTH-1284,SYNTHETIC_IDENTITY_MULE_RING,USR60243 -> USR60243,2,0.7,-14900.69,"Duplicate PAN document shared across 2 customer profiles: Urviuppal, Urviuppal"
RING-SYNTH-1283,SYNTHETIC_IDENTITY_MULE_RING,USR59318 -> USR59318,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bishakha Gade, Bishakha Gade"
RING-SYNTH-1282,SYNTHETIC_IDENTITY_MULE_RING,USR82464 -> USR82464,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Oviya Jhaveri, Oviya Jhaveri"
RING-SYNTH-1281,SYNTHETIC_IDENTITY_MULE_RING,USR88483 -> USR88483,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Barkha Nagarajan, Barkha Nagarajan"
RING-SYNTH-1280,SYNTHETIC_IDENTITY_MULE_RING,USR66207 -> USR66207,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kabir Bakshi, Kabir Bakshi"
RING-SYNTH-1279,SYNTHETIC_IDENTITY_MULE_RING,USR19933 -> USR19933,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Luke Konda, Luke Konda"
RING-SYNTH-1278,SYNTHETIC_IDENTITY_MULE_RING,USR23296 -> USR23296,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harsh Ganguly, Harsh Ganguly"
RING-SYNTH-1277,SYNTHETIC_IDENTITY_MULE_RING,USR41929 -> USR41929,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nilima Kibe, Nilima Kibe"
RING-SYNTH-1276,SYNTHETIC_IDENTITY_MULE_RING,USR69735 -> USR69735,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekapad Vig, Ekapad Vig"
RING-SYNTH-1274,SYNTHETIC_IDENTITY_MULE_RING,USR82794 -> USR82794,2,0.7,23259.0,"Duplicate PAN document shared across 2 customer profiles: Bimala Narain, Bimala Narain"
RING-SYNTH-1308,SYNTHETIC_IDENTITY_MULE_RING,USR25905 -> USR25905,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Akshay Sachar, Akshay Sachar"
RING-SYNTH-1273,SYNTHETIC_IDENTITY_MULE_RING,USR62976 -> USR62976,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hredhaan Iyengar, Hredhaan Iyengar"
RING-SYNTH-1272,SYNTHETIC_IDENTITY_MULE_RING,USR48146 -> USR48146,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Calebparsa, Calebparsa"
RING-SYNTH-1271,SYNTHETIC_IDENTITY_MULE_RING,USR80908 -> USR80908,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ladli Mittal, Ladli Mittal"
RING-SYNTH-1270,SYNTHETIC_IDENTITY_MULE_RING,USR18403 -> USR18403,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajata Bava, Rajata Bava"
RING-SYNTH-1269,SYNTHETIC_IDENTITY_MULE_RING,USR52379 -> USR52379,2,0.7,7507.76,"Duplicate PAN document shared across 2 customer profiles: Wridesh Dhaliwal, Wridesh Dhaliwal"
RING-SYNTH-1268,SYNTHETIC_IDENTITY_MULE_RING,USR47239 -> USR47239,2,0.7,17669.0,"Duplicate PAN document shared across 2 customer profiles: Luke Nori, Luke Nori"
RING-SYNTH-1267,SYNTHETIC_IDENTITY_MULE_RING,USR76607 -> USR76607,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarnav Dada, Aarnav Dada"
RING-SYNTH-1266,SYNTHETIC_IDENTITY_MULE_RING,USR99508 -> USR99508,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hardik Dhar, Hardik Dhar"
RING-SYNTH-1265,SYNTHETIC_IDENTITY_MULE_RING,USR59309 -> USR59309,2,0.7,14906.0,"Duplicate PAN document shared across 2 customer profiles: Sudiksha Raghavan, Sudiksha Raghavan"
RING-SYNTH-1285,SYNTHETIC_IDENTITY_MULE_RING,USR55232 -> USR55232,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ronith Walia, Ronith Walia"
RING-SYNTH-1286,SYNTHETIC_IDENTITY_MULE_RING,USR10399 -> USR10399,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Keya Gola, Keya Gola"
RING-SYNTH-1287,SYNTHETIC_IDENTITY_MULE_RING,USR45072 -> USR45072,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anamika Som, Anamika Som"
RING-SYNTH-1288,SYNTHETIC_IDENTITY_MULE_RING,USR25503 -> USR25503,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Barkha Kamdar, Barkha Kamdar"
RING-SYNTH-1307,SYNTHETIC_IDENTITY_MULE_RING,USR97459 -> USR97459,2,0.7,11211.49,"Duplicate PAN document shared across 2 customer profiles: Charles Pillay, Charles Pillay"
RING-SYNTH-1306,SYNTHETIC_IDENTITY_MULE_RING,USR38015 -> USR38015,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jacob Vala, Jacob Vala"
RING-SYNTH-1305,SYNTHETIC_IDENTITY_MULE_RING,USR28756 -> USR28756,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wazir Rajagopal, Wazir Rajagopal"
RING-SYNTH-1304,SYNTHETIC_IDENTITY_MULE_RING,USR35159 -> USR35159,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lekha Nayak, Lekha Nayak"
RING-SYNTH-1303,SYNTHETIC_IDENTITY_MULE_RING,USR59498 -> USR59498,2,0.7,19398.78,"Duplicate PAN document shared across 2 customer profiles: Rachit Sha, Rachit Sha"
RING-SYNTH-1302,SYNTHETIC_IDENTITY_MULE_RING,USR89606 -> USR89606,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zansi Wason, Zansi Wason"
RING-SYNTH-1301,SYNTHETIC_IDENTITY_MULE_RING,USR80980 -> USR80980,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daksh Vaidya, Daksh Vaidya"
RING-SYNTH-1300,SYNTHETIC_IDENTITY_MULE_RING,USR77368 -> USR77368,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faris Kapur, Faris Kapur"
RING-SYNTH-1299,SYNTHETIC_IDENTITY_MULE_RING,USR51809 -> USR51809,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jhalak Tata, Jhalak Tata"
RING-SYNTH-1298,SYNTHETIC_IDENTITY_MULE_RING,USR10943 -> USR10943,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ishita Taneja, Ishita Taneja"
RING-SYNTH-1297,SYNTHETIC_IDENTITY_MULE_RING,USR85842 -> USR85842,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarnachahal, Aarnachahal"
RING-SYNTH-1296,SYNTHETIC_IDENTITY_MULE_RING,USR52163 -> USR52163,2,0.7,1310.79,"Duplicate PAN document shared across 2 customer profiles: Dalbir Wali, Dalbir Wali"
RING-SYNTH-1295,SYNTHETIC_IDENTITY_MULE_RING,USR44811 -> USR44811,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Andrew Thaker, Andrew Thaker"
RING-SYNTH-1294,SYNTHETIC_IDENTITY_MULE_RING,USR89351 -> USR89351,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Laksh Datta, Laksh Datta"
RING-SYNTH-1293,SYNTHETIC_IDENTITY_MULE_RING,USR84265 -> USR84265,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chanchal Thaman, Chanchal Thaman"
RING-SYNTH-1292,SYNTHETIC_IDENTITY_MULE_RING,USR36225 -> USR36225,2,0.7,11710.98,"Duplicate PAN document shared across 2 customer profiles: Eesha Toor, Eesha Toor"
RING-SYNTH-1291,SYNTHETIC_IDENTITY_MULE_RING,USR81898 -> USR81898,2,0.7,12702.28,"Duplicate PAN document shared across 2 customer profiles: Ranveer Bhardwaj, Ranveer Bhardwaj"
RING-SYNTH-1290,SYNTHETIC_IDENTITY_MULE_RING,USR35134 -> USR35134,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandani Sen, Chandani Sen"
RING-SYNTH-1289,SYNTHETIC_IDENTITY_MULE_RING,USR91650 -> USR91650,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekta Sodhi, Ekta Sodhi"
RING-SYNTH-0790,SYNTHETIC_IDENTITY_MULE_RING,USR69483 -> USR69483,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samuel Soman, Samuel Soman"
RING-MERCH-0001,MERCHANT_SETTLEMENT_COLLUSION,MCH3567 -> MCH3567,2,0.7,42086.05,"Shared bank settlement account 0120134197 across 2 merchants: Kala Ltd, Kala Ltd"
RING-SYNTH-0788,SYNTHETIC_IDENTITY_MULE_RING,USR33632 -> USR33632,2,0.7,13674.58,"Duplicate PAN document shared across 2 customer profiles: Champak Devi, Champak Devi"
RING-SYNTH-0254,SYNTHETIC_IDENTITY_MULE_RING,USR16810 -> USR16810,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samesh De, Samesh De"
RING-SYNTH-0276,SYNTHETIC_IDENTITY_MULE_RING,USR79695 -> USR79695,2,0.7,4850.99,"Duplicate PAN document shared across 2 customer profiles: Harini Gill, Harini Gill"
RING-SYNTH-0275,SYNTHETIC_IDENTITY_MULE_RING,USR90036 -> USR90036,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Warhi Sami, Warhi Sami"
RING-SYNTH-0274,SYNTHETIC_IDENTITY_MULE_RING,USR66782 -> USR66782,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bhanumati Pau, Bhanumati Pau"
RING-SYNTH-0273,SYNTHETIC_IDENTITY_MULE_RING,USR49077 -> USR49077,2,0.7,12228.88,"Duplicate PAN document shared across 2 customer profiles: Praneel Suri, Praneel Suri"
RING-SYNTH-0272,SYNTHETIC_IDENTITY_MULE_RING,USR81007 -> USR81007,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Matthew Parsa, Matthew Parsa"
RING-SYNTH-0271,SYNTHETIC_IDENTITY_MULE_RING,USR23570 -> USR23570,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krish Boase, Krish Boase"
RING-SYNTH-0270,SYNTHETIC_IDENTITY_MULE_RING,USR37829 -> USR37829,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Meghana Divan, Meghana Divan"
RING-SYNTH-0269,SYNTHETIC_IDENTITY_MULE_RING,USR67567 -> USR67567,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Akshay Loyal, Akshay Loyal"
RING-SYNTH-0268,SYNTHETIC_IDENTITY_MULE_RING,USR78245 -> USR78245,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kevin Sur, Kevin Sur"
RING-SYNTH-0267,SYNTHETIC_IDENTITY_MULE_RING,USR71782 -> USR71782,2,0.7,23405.94,"Duplicate PAN document shared across 2 customer profiles: Ansh Patla, Ansh Patla"
RING-SYNTH-0266,SYNTHETIC_IDENTITY_MULE_RING,USR60229 -> USR60229,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kamala Singh, Kamala Singh"
RING-SYNTH-0265,SYNTHETIC_IDENTITY_MULE_RING,USR24183 -> USR24183,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faqid Balan, Faqid Balan"
RING-SYNTH-0264,SYNTHETIC_IDENTITY_MULE_RING,USR83987 -> USR83987,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manan Char, Manan Char"
RING-SYNTH-0263,SYNTHETIC_IDENTITY_MULE_RING,USR48817 -> USR48817,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lajita Chanda, Lajita Chanda"
RING-SYNTH-0262,SYNTHETIC_IDENTITY_MULE_RING,USR54832 -> USR54832,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekalinga Sampath, Ekalinga Sampath"
RING-SYNTH-0261,SYNTHETIC_IDENTITY_MULE_RING,USR31199 -> USR31199,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krisha Bedi, Krisha Bedi"
RING-SYNTH-0260,SYNTHETIC_IDENTITY_MULE_RING,USR97062 -> USR97062,2,0.7,23022.6,"Duplicate PAN document shared across 2 customer profiles: Zaitra Keer, Zaitra Keer"
RING-SYNTH-0259,SYNTHETIC_IDENTITY_MULE_RING,USR81009 -> USR81009,2,0.7,4883.81,"Duplicate PAN document shared across 2 customer profiles: Gabriel Pall, Gabriel Pall"
RING-SYNTH-0258,SYNTHETIC_IDENTITY_MULE_RING,USR33744 -> USR33744,2,0.7,13492.68,"Duplicate PAN document shared across 2 customer profiles: Mahika Gandhi, Mahika Gandhi"
RING-SYNTH-0257,SYNTHETIC_IDENTITY_MULE_RING,USR82498 -> USR82498,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Shivansh Goswami, Shivansh Goswami"
RING-SYNTH-0256,SYNTHETIC_IDENTITY_MULE_RING,USR60897 -> USR60897,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Keya Issac, Keya Issac"
RING-SYNTH-0277,SYNTHETIC_IDENTITY_MULE_RING,USR52989 -> USR52989,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gautam Jani, Gautam Jani"
RING-SYNTH-0278,SYNTHETIC_IDENTITY_MULE_RING,USR99675 -> USR99675,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gaurang Pant, Gaurang Pant"
RING-SYNTH-0279,SYNTHETIC_IDENTITY_MULE_RING,USR87831 -> USR87831,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Raksha Seshadri, Raksha Seshadri"
RING-SYNTH-0291,SYNTHETIC_IDENTITY_MULE_RING,USR12496 -> USR12496,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dalbir Sridhar, Dalbir Sridhar"
RING-SYNTH-0300,SYNTHETIC_IDENTITY_MULE_RING,USR12281 -> USR12281,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lekha Chanda, Lekha Chanda"
RING-SYNTH-0299,SYNTHETIC_IDENTITY_MULE_RING,USR35325 -> USR35325,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Neelima Chawla, Neelima Chawla"
RING-SYNTH-0298,SYNTHETIC_IDENTITY_MULE_RING,USR74951 -> USR74951,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Naveen Shere, Naveen Shere"
RING-SYNTH-0297,SYNTHETIC_IDENTITY_MULE_RING,USR28217 -> USR28217,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hemani Sodhi, Hemani Sodhi"
RING-SYNTH-0296,SYNTHETIC_IDENTITY_MULE_RING,USR71736 -> USR71736,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Sudiksha Gour, Sudiksha Gour"
RING-SYNTH-0295,SYNTHETIC_IDENTITY_MULE_RING,USR64270 -> USR64270,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Saumya Iyer, Saumya Iyer"
RING-SYNTH-0294,SYNTHETIC_IDENTITY_MULE_RING,USR81998 -> USR81998,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandani Tandon, Chandani Tandon"
RING-SYNTH-0293,SYNTHETIC_IDENTITY_MULE_RING,USR85673 -> USR85673,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lopamajumdar, Lopamajumdar"
RING-SYNTH-0292,SYNTHETIC_IDENTITY_MULE_RING,USR42893 -> USR42893,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bhavini Ramaswamy, Bhavini Ramaswamy"
RING-SYNTH-0290,SYNTHETIC_IDENTITY_MULE_RING,USR53382 -> USR53382,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mekhala Golla, Mekhala Golla"
RING-SYNTH-0280,SYNTHETIC_IDENTITY_MULE_RING,USR89180 -> USR89180,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Brijesh Gala, Brijesh Gala"
RING-SYNTH-0289,SYNTHETIC_IDENTITY_MULE_RING,USR69316 -> USR69316,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Avi Atwal, Avi Atwal"
RING-SYNTH-0288,SYNTHETIC_IDENTITY_MULE_RING,USR13795 -> USR13795,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jalsa Lall, Jalsa Lall"
RING-SYNTH-0287,SYNTHETIC_IDENTITY_MULE_RING,USR46501 -> USR46501,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jason Sundaram, Jason Sundaram"
RING-SYNTH-0286,SYNTHETIC_IDENTITY_MULE_RING,USR84215 -> USR84215,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Christopher Raj, Christopher Raj"
RING-SYNTH-0285,SYNTHETIC_IDENTITY_MULE_RING,USR48803 -> USR48803,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jasmit Krishnan, Jasmit Krishnan"
RING-SYNTH-0284,SYNTHETIC_IDENTITY_MULE_RING,USR56113 -> USR56113,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Darika Mander, Darika Mander"
RING-SYNTH-0283,SYNTHETIC_IDENTITY_MULE_RING,USR60240 -> USR60240,2,0.7,5443.25,"Duplicate PAN document shared across 2 customer profiles: Nihal Radhakrishnan, Nihal Radhakrishnan"
RING-SYNTH-0282,SYNTHETIC_IDENTITY_MULE_RING,USR81044 -> USR81044,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tristan Viswanathan, Tristan Viswanathan"
RING-SYNTH-0281,SYNTHETIC_IDENTITY_MULE_RING,USR41049 -> USR41049,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Charvi Datta, Charvi Datta"
RING-SYNTH-0255,SYNTHETIC_IDENTITY_MULE_RING,USR90756 -> USR90756,2,0.7,10371.36,"Duplicate PAN document shared across 2 customer profiles: Devika Mann, Devika Mann"
RING-SYNTH-0253,SYNTHETIC_IDENTITY_MULE_RING,USR33361 -> USR33361,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Urvi Khosla, Urvi Khosla"
RING-SYNTH-0205,SYNTHETIC_IDENTITY_MULE_RING,USR70709 -> USR70709,2,0.7,15491.96,"Duplicate PAN document shared across 2 customer profiles: Priya Dalal, Priya Dalal"
RING-SYNTH-0252,SYNTHETIC_IDENTITY_MULE_RING,USR34759 -> USR34759,2,0.7,4776.8,"Duplicate PAN document shared across 2 customer profiles: Anay Ravi, Anay Ravi"
RING-SYNTH-0227,SYNTHETIC_IDENTITY_MULE_RING,USR35395 -> USR35395,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jatinratta, Jatinratta"
RING-SYNTH-0226,SYNTHETIC_IDENTITY_MULE_RING,USR41325 -> USR41325,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anika Sane, Anika Sane"
RING-SYNTH-0225,SYNTHETIC_IDENTITY_MULE_RING,USR30476 -> USR30476,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Xiti Korpal, Xiti Korpal"
RING-SYNTH-0224,SYNTHETIC_IDENTITY_MULE_RING,USR89059 -> USR89059,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashica Dada, Yashica Dada"
RING-SYNTH-0223,SYNTHETIC_IDENTITY_MULE_RING,USR22090 -> USR22090,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rudra Dora, Rudra Dora"
RING-SYNTH-0222,SYNTHETIC_IDENTITY_MULE_RING,USR11363 -> USR11363,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashvi Agrawal, Yashvi Agrawal"
RING-SYNTH-0221,SYNTHETIC_IDENTITY_MULE_RING,USR25766 -> USR25766,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daniel Rau, Daniel Rau"
RING-SYNTH-0220,SYNTHETIC_IDENTITY_MULE_RING,USR88232 -> USR88232,2,0.7,17210.44,"Duplicate PAN document shared across 2 customer profiles: Champak Lala, Champak Lala"
RING-SYNTH-0219,SYNTHETIC_IDENTITY_MULE_RING,USR13777 -> USR13777,2,0.7,28050.64,"Duplicate PAN document shared across 2 customer profiles: Samesh Vig, Samesh Vig"
RING-SYNTH-0218,SYNTHETIC_IDENTITY_MULE_RING,USR63668 -> USR63668,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayyan Devi, Zayyan Devi"
RING-SYNTH-0217,SYNTHETIC_IDENTITY_MULE_RING,USR30125 -> USR30125,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dakshesh Dhaliwal, Dakshesh Dhaliwal"
RING-SYNTH-0216,SYNTHETIC_IDENTITY_MULE_RING,USR41322 -> USR41322,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Saumya Nagar, Saumya Nagar"
RING-SYNTH-0215,SYNTHETIC_IDENTITY_MULE_RING,USR97655 -> USR97655,2,0.7,18941.0,"Duplicate PAN document shared across 2 customer profiles: Bakhshi Narula, Bakhshi Narula"
RING-SYNTH-0214,SYNTHETIC_IDENTITY_MULE_RING,USR53384 -> USR53384,2,0.7,19066.0,"Duplicate PAN document shared across 2 customer profiles: Eiravati Nanda, Eiravati Nanda"
RING-SYNTH-0213,SYNTHETIC_IDENTITY_MULE_RING,USR98995 -> USR98995,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Indrajit Hans, Indrajit Hans"
RING-SYNTH-0212,SYNTHETIC_IDENTITY_MULE_RING,USR88490 -> USR88490,2,0.7,16663.52,"Duplicate PAN document shared across 2 customer profiles: Mohini Bains, Mohini Bains"
RING-SYNTH-0211,SYNTHETIC_IDENTITY_MULE_RING,USR27433 -> USR27433,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandran Prabhu, Chandran Prabhu"
RING-SYNTH-0210,SYNTHETIC_IDENTITY_MULE_RING,USR36451 -> USR36451,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aahana Gara, Aahana Gara"
RING-SYNTH-0209,SYNTHETIC_IDENTITY_MULE_RING,USR86129 -> USR86129,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pranav Narang, Pranav Narang"
RING-SYNTH-0208,SYNTHETIC_IDENTITY_MULE_RING,USR47891 -> USR47891,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Girish Bala, Girish Bala"
RING-SYNTH-0207,SYNTHETIC_IDENTITY_MULE_RING,USR32252 -> USR32252,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Guneet Edwin, Guneet Edwin"
RING-SYNTH-0228,SYNTHETIC_IDENTITY_MULE_RING,USR35762 -> USR35762,2,0.7,16930.57,"Duplicate PAN document shared across 2 customer profiles: Lopa Sant, Lopa Sant"
RING-SYNTH-0229,SYNTHETIC_IDENTITY_MULE_RING,USR16903 -> USR16903,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bhavya Kari, Bhavya Kari"
RING-SYNTH-0230,SYNTHETIC_IDENTITY_MULE_RING,USR93091 -> USR93091,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abdul Mohan, Abdul Mohan"
RING-SYNTH-0242,SYNTHETIC_IDENTITY_MULE_RING,USR82357 -> USR82357,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samarth Jhaveri, Samarth Jhaveri"
